name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 H. Mkhitaryan,MOC,Borussia Dortmund,"5'10""",82,89,374,385,424,157,42,2014
 N. Şahin,MC,Borussia Dortmund,"5'11""",52,61,355,420,353,198,59,2014
 M. ter Stegen,G,Borussia Mönchengladbach,"6'2""",50,38,130,141,247,75,409,2014
 R. Adler,G,Hambourg SV,"6'3""",37,42,138,140,248,75,401,2014
 R. van der Vaart,MOC,Hambourg SV,"5'9""",52,52,372,413,337,89,55,2014
 B. Leno,G,Bayer 04 Leverkusen,"6'3""",52,46,136,136,274,75,412,2014
 H. Badstuber,DC,FC Bayern Munich,"6'3""",68,54,307,335,300,244,48,2014
 Thiago,MOC,FC Bayern Munich,"5'8""",68,78,346,414,391,176,46,2014
 S. Bender,MDC,Borussia Dortmund,"6'1""",66,67,314,283,345,257,57,2014
 L. Bender,MDC,Bayer 04 Leverkusen,"6'0""",71,69,340,327,356,238,44,2014
 S. Kießling,BU,Bayer 04 Leverkusen,"6'3""",68,65,404,317,320,122,41,2014
 S. Sam,AD,Bayer 04 Leverkusen,"5'9""",90,91,374,365,430,85,57,2014
 B. Höwedes,DC,FC Schalke 04,"6'2""",68,65,314,286,337,250,46,2014
 Luiz Gustavo,DC,VfL Wolfsbourg,"6'2""",74,76,328,324,375,254,52,2014
 K. De Bruyne,MOC,VfL Wolfsbourg,"5'11""",82,75,357,398,390,116,56,2014
 X. Shaqiri,MOC,FC Bayern Munich,"5'7""",84,92,336,395,438,171,59,2014
 P. Aubameyang,BU,Borussia Dortmund,"6'1""",95,96,394,386,421,100,48,2014
 Raffael,MOC,Borussia Mönchengladbach,"5'9""",75,79,365,390,406,102,54,2014
 G. Castro,MC,Bayer 04 Leverkusen,"5'7""",77,78,353,368,404,224,60,2014
 K. Boateng,BU,FC Schalke 04,"6'1""",78,78,398,388,386,206,49,2014
 J. Draxler,AD,FC Schalke 04,"6'2""",78,79,372,394,398,86,50,2014
 V. Ibišević,BU,VfB Stuttgart,"6'2""",68,65,387,326,345,72,66,2014
 D. Benaglio,G,VfL Wolfsbourg,"6'4""",48,42,132,130,261,75,390,2014
 Naldo,DC,VfL Wolfsbourg,"6'6""",78,69,295,313,333,241,60,2014
 K. Trapp,G,Eintracht Francfort,"6'2""",52,45,125,124,255,75,398,2014
 Roberto Firmino,MOC,TSG 1899 Hoffenheim,"5'11""",77,79,376,381,395,85,44,2014
 C. Pizarro,BU,FC Bayern Munich,"6'0""",61,61,373,364,341,73,46,2014
 M. Stranzl,DC,Borussia Mönchengladbach,"6'3""",55,62,264,262,294,242,40,2014
 O. Toprak,DC,Bayer 04 Leverkusen,"6'1""",78,75,284,281,359,241,52,2014
 S. Ulreich,G,VfB Stuttgart,"6'4""",47,44,132,132,245,75,393,2014
 A. Ramos,BU,Hertha BSC,"6'1""",88,83,389,329,405,80,51,2014
 R. Rodriguez,DG,VfL Wolfsbourg,"5'11""",82,77,319,383,387,237,66,2014
 I. Olić,BU,VfL Wolfsbourg,"6'0""",82,77,367,333,393,78,34,2014
 M. Diouf,BU,Hanovre 96,"6'1""",90,86,368,250,397,75,58,2014
 K. Volland,MOC,TSG 1899 Hoffenheim,"5'10""",80,82,374,375,406,108,43,2014
 S. Kehl,DC,Borussia Dortmund,"6'2""",57,54,322,319,314,231,54,2014
 M. Schmelzer,DG,Borussia Dortmund,"5'11""",81,74,314,358,370,240,51,2014
 M. Kruse,MOC,Borussia Mönchengladbach,"5'11""",76,74,368,376,383,120,46,2014
 O. Baumann,G,SC Fribourg,"6'2""",51,47,129,125,263,75,383,2014
 E. Spahić,DC,Bayer 04 Leverkusen,"6'1""",61,62,293,260,293,238,42,2014
 S. Rolfes,MDC,Bayer 04 Leverkusen,"6'3""",55,63,355,350,323,231,53,2014
 P. Wollscheid,DC,Bayer 04 Leverkusen,"6'4""",55,53,254,198,267,238,43,2014
 S. Reinartz,DC,Bayer 04 Leverkusen,"6'2""",65,53,315,284,299,242,59,2014
 K. Papadopoulos,DC,FC Schalke 04,"6'0""",68,68,258,250,329,234,47,2014
 C. Gentner,MC,VfB Stuttgart,"6'2""",72,68,360,345,329,221,52,2014
 A. Hunt,MOC,SV Werder Brême,"6'0""",78,77,371,378,388,108,60,2014
 Vieirinha,AD,VfL Wolfsbourg,"5'8""",82,85,350,372,421,106,56,2014
 R. Zieler,G,Hanovre 96,"6'2""",50,46,124,123,258,75,383,2014
 Rafinha,DLD,FC Bayern Munich,"5'8""",73,77,311,375,395,228,60,2014
 P. Herrmann,AD,Borussia Mönchengladbach,"5'10""",92,90,342,351,431,97,50,2014
 J. Arango,MOC,Borussia Mönchengladbach,"5'11""",63,64,350,416,353,81,36,2014
 M. Jansen,DG,Hambourg SV,"6'3""",83,76,353,354,359,227,37,2014
 P. Lasogga,BU,Hambourg SV,"6'2""",68,62,342,303,328,96,41,2014
 R. Fährmann,G,FC Schalke 04,"6'5""",44,33,125,127,215,75,381,2014
 J. Matip,DC,FC Schalke 04,"6'5""",78,67,312,287,334,234,48,2014
 M. Harnik,BU,VfB Stuttgart,"6'1""",84,79,384,340,379,110,52,2014
 A. Maxim,AD,VfB Stuttgart,"5'10""",74,82,343,399,391,123,45,2014
 N. Müller,MOC,1. FSV Mayence 05,"5'8""",87,89,342,349,429,129,44,2014
 R. Schäfer,G,1. FC Nuremberg,"6'3""",38,31,125,123,224,75,373,2014
 I. Perišić,BU,VfL Wolfsbourg,"6'2""",78,83,399,381,383,103,38,2014
 L. Stindl,MD,Hanovre 96,"5'11""",69,74,351,382,374,182,48,2014
 D. Ya Konan,AD,Hanovre 96,"5'9""",82,83,372,343,406,72,49,2014
 P. Schwegler,MC,Eintracht Francfort,"5'10""",69,68,347,366,366,221,51,2014
 T. Barnetta,MG,Eintracht Francfort,"5'10""",78,78,342,376,391,143,54,2014
 S. Rode,MDC,Eintracht Francfort,"5'10""",78,77,320,332,387,225,44,2014
 D. Abraham,DC,TSG 1899 Hoffenheim,"6'2""",78,73,314,306,336,233,40,2014
 S. Salihović,MC,TSG 1899 Hoffenheim,"6'0""",48,54,364,412,317,195,40,2014
 T. Starke,G,FC Bayern Munich,"6'4""",52,42,138,140,235,75,374,2014
 K. Großkreutz,DLD,Borussia Dortmund,"6'1""",83,77,333,346,368,223,47,2014
 T. Jantschke,DC,Borussia Mönchengladbach,"5'10""",68,71,279,314,371,237,38,2014
 G. Xhaka,MC,Borussia Mönchengladbach,"6'1""",51,52,324,363,319,190,46,2014
 Álvaro Domínguez,DC,Borussia Mönchengladbach,"6'2""",55,54,248,276,297,231,61,2014
 M. Ginter,DC,SC Fribourg,"6'3""",64,57,308,298,315,233,41,2014
 V. Darida,MC,SC Fribourg,"5'7""",68,76,328,378,387,206,69,2014
 M. Badelj,MC,Hambourg SV,"6'1""",49,53,342,378,315,206,47,2014
 J. Drobný,G,Hambourg SV,"6'4""",40,36,134,129,226,75,366,2014
 H. Son,AT,Bayer 04 Leverkusen,"6'0""",86,85,355,356,401,72,48,2014
 R. Neustädter,MDC,FC Schalke 04,"6'3""",64,55,297,324,293,211,56,2014
 Felipe Santana,DC,FC Schalke 04,"6'4""",84,76,254,197,321,238,34,2014
 M. Höger,MDC,FC Schalke 04,"6'1""",68,67,343,358,346,219,55,2014
 A. Szalai,BU,FC Schalke 04,"6'4""",68,66,343,294,342,91,52,2014
 D. Aogo,DG,FC Schalke 04,"6'0""",78,77,327,374,383,225,50,2014
 I. Traoré,AG,VfB Stuttgart,"5'7""",85,91,308,355,433,105,33,2014
 M. Abdellaoue,BU,VfB Stuttgart,"6'0""",77,75,360,308,379,85,42,2014
 E. Elia,AD,SV Werder Brême,"5'9""",91,92,330,347,422,83,48,2014
 T. Kraft,G,Hertha BSC,"6'2""",54,56,134,129,267,75,375,2014
 H. Hosogai,MDC,Hertha BSC,"5'9""",68,75,306,360,375,228,63,2014
 F. Lustenberger,DC,Hertha BSC,"5'11""",69,68,300,298,349,227,49,2014
 J. Koo,MOC,1. FSV Mayence 05,"6'0""",76,78,343,375,394,165,54,2014
 S. Okazaki,BU,1. FSV Mayence 05,"5'9""",77,80,366,313,404,102,37,2014
 H. Kiyotake,MOC,1. FC Nuremberg,"5'8""",74,79,322,411,407,73,49,2014
 C. Träsch,DD,VfL Wolfsbourg,"5'11""",76,69,316,317,355,227,55,2014
 D. Caligiuri,AD,VfL Wolfsbourg,"6'0""",82,84,342,358,399,69,50,2014
 B. Dost,BU,VfL Wolfsbourg,"6'4""",67,59,350,238,316,86,47,2014
 J. Schlaudraff,MOC,Hanovre 96,"5'11""",76,78,346,377,390,75,45,2014
 A. Rudnevs,BU,Hanovre 96,"6'0""",83,78,338,260,384,66,56,2014
 S. Jung,DD,Eintracht Francfort,"5'10""",79,76,312,320,376,230,44,2014
 C. Zambrano,DC,Eintracht Francfort,"6'1""",75,71,274,270,345,229,60,2014
 S. Aigner,MD,Eintracht Francfort,"6'1""",88,81,370,342,394,102,53,2014
 A. Meier,MOC,Eintracht Francfort,"6'5""",67,53,379,383,312,143,43,2014
 A. Modeste,BU,TSG 1899 Hoffenheim,"6'1""",78,68,366,313,350,78,41,2014
 D. Baier,MDC,FC Augsbourg,"5'9""",66,72,321,360,370,221,36,2014
 J. Schieber,BU,Borussia Dortmund,"6'1""",77,74,353,331,353,95,50,2014
 O. Wendt,DG,Borussia Mönchengladbach,"5'11""",79,71,327,369,365,223,50,2014
 C. Kramer,MDC,Borussia Mönchengladbach,"6'3""",68,69,273,323,327,220,39,2014
 H. Nordtveit,DC,Borussia Mönchengladbach,"6'2""",74,68,286,329,337,234,49,2014
 J. Schmid,MD,SC Fribourg,"5'10""",79,82,328,365,390,195,42,2014
 H. Westermann,DC,Hambourg SV,"6'3""",69,67,312,274,317,225,44,2014
 H. Calhanoglu,MOC,Hambourg SV,"5'10""",74,75,339,401,378,104,45,2014
 O. John,AD,Hambourg SV,"5'11""",88,85,321,367,410,72,62,2014
 J. Hegeler,MC,Bayer 04 Leverkusen,"6'4""",67,55,335,363,309,191,56,2014
 A. Guardado,AG,Bayer 04 Leverkusen,"5'7""",85,86,345,376,428,216,43,2014
 E. Derdiyok,BU,Bayer 04 Leverkusen,"6'3""",69,67,376,330,352,81,43,2014
 Cacau,AT,VfB Stuttgart,"5'10""",74,76,353,352,366,72,55,2014
 Z. Junuzović,MD,SV Werder Brême,"5'8""",78,77,343,377,411,192,53,2014
 L. Obraniak,MOC,SV Werder Brême,"5'9""",69,72,356,375,365,146,48,2014
 N. Petersen,BU,SV Werder Brême,"6'2""",77,68,349,288,360,77,48,2014
 Z. Pospěch,DLD,1. FSV Mayence 05,"5'9""",78,78,327,349,384,227,59,2014
 N. Noveski,DC,1. FSV Mayence 05,"6'3""",52,48,250,246,264,226,56,2014
 E. Choupo-Moting,BU,1. FSV Mayence 05,"6'3""",81,78,361,338,378,103,44,2014
 J. Baumgartlinger,MDC,1. FSV Mayence 05,"6'0""",76,74,308,320,360,221,50,2014
 J. Drmić,BU,1. FC Nuremberg,"5'11""",79,78,359,342,386,101,45,2014
 M. Schäfer,DLG,VfL Wolfsbourg,"6'0""",75,75,342,371,368,227,48,2014
 P. Ochs,DD,VfL Wolfsbourg,"5'10""",78,76,304,341,373,222,53,2014
 B. Oczipka,DG,Eintracht Francfort,"6'0""",75,68,318,346,345,221,44,2014
 Bamba Anderson,DC,Eintracht Francfort,"6'2""",74,71,288,286,353,229,54,2014
 S. Rudy,MC,TSG 1899 Hoffenheim,"5'10""",68,74,330,381,372,197,51,2014
 E. Polanski,MDC,TSG 1899 Hoffenheim,"6'0""",66,65,323,351,337,221,41,2014
 M. Jojić,MOC,Borussia Dortmund,"5'10""",77,81,347,383,393,133,47,2014
 R. Brouwers,DC,Borussia Mönchengladbach,"6'4""",52,51,247,206,275,230,55,2014
 J. Schuster,MDC,SC Fribourg,"6'3""",52,50,325,359,279,209,46,2014
 A. Mehmedi,AT,SC Fribourg,"6'0""",76,73,338,340,365,81,61,2014
 F. Diagne,DC,SC Fribourg,"6'1""",75,71,266,292,359,223,50,2014
 V. Pilař,AD,SC Fribourg,"5'7""",79,84,331,334,415,107,54,2014
 J. Djourou,DC,Hambourg SV,"6'3""",76,67,258,279,302,221,60,2014
 I. Iličević,AD,Hambourg SV,"5'9""",78,79,353,364,392,91,54,2014
 M. Beister,BU,Hambourg SV,"5'11""",87,84,364,327,411,129,43,2014
 R. Kruse,AD,Bayer 04 Leverkusen,"5'10""",83,85,324,315,401,110,61,2014
 T. Hildebrand,G,FC Schalke 04,"6'1""",46,41,132,135,240,75,361,2014
 C. Fuchs,DG,FC Schalke 04,"6'1""",75,68,344,374,352,211,65,2014
 A. Uchida,DLD,FC Schalke 04,"5'9""",77,78,317,335,385,222,65,2014
 D. Schwaab,DC,VfB Stuttgart,"6'1""",75,68,292,286,341,231,45,2014
 G. Niedermeier,DC,VfB Stuttgart,"6'3""",65,62,272,238,280,220,41,2014
 D. Didavi,MOC,VfB Stuttgart,"5'10""",74,71,330,362,364,85,48,2014
 A. Boka,DLG,VfB Stuttgart,"5'5""",75,78,308,356,399,223,58,2014
 M. Leitner,MOC,VfB Stuttgart,"5'9""",74,75,302,375,398,145,57,2014
 S. Prödl,DC,SV Werder Brême,"6'4""",54,54,231,202,280,224,49,2014
 S. García,DC,SV Werder Brême,"6'3""",76,69,299,306,328,219,54,2014
 C. Makiadi,MDC,SV Werder Brême,"5'10""",74,72,352,344,379,212,42,2014
 P. Pekarik,DLD,Hertha BSC,"5'9""",73,78,303,308,374,236,53,2014
 S. Langkamp,DC,Hertha BSC,"6'3""",69,65,234,202,318,226,47,2014
 A. Ben-Hatira,AG,Hertha BSC,"6'0""",78,81,348,368,388,116,50,2014
 A. Baumjohann,MOC,Hertha BSC,"5'10""",68,69,338,356,372,70,40,2014
 P. Skjelbred,MC,Hertha BSC,"5'9""",68,69,318,347,375,182,39,2014
 Ronny,MOC,Hertha BSC,"5'9""",64,68,342,395,362,162,60,2014
 J. Geis,MDC,1. FSV Mayence 05,"5'11""",67,66,309,375,358,212,63,2014
 M. Feulner,MC,1. FC Nuremberg,"6'0""",65,67,333,367,345,192,48,2014
 M. Hasebe,DLD,1. FC Nuremberg,"5'10""",75,69,317,349,366,217,51,2014
 T. Gebhart,AD,1. FC Nuremberg,"6'0""",76,78,337,373,381,165,49,2014
 D. Ginczek,BU,1. FC Nuremberg,"6'3""",77,71,307,266,344,88,51,2014
 R. Knoche,DC,VfL Wolfsbourg,"6'3""",68,66,243,241,324,230,54,2014
 M. Arnold,AT,VfL Wolfsbourg,"6'0""",74,75,339,338,373,134,46,2014
 T. Klose,DC,VfL Wolfsbourg,"6'4""",52,49,260,253,247,222,56,2014
 F. Rajtoral,MD,Hanovre 96,"5'10""",83,75,327,338,379,220,51,2014
 C. Schulz,DC,Hanovre 96,"6'1""",64,59,306,294,313,224,41,2014
 C. Pander,DG,Hanovre 96,"6'1""",69,74,353,393,347,216,48,2014
 M. Schmiedebach,MDC,Hanovre 96,"5'7""",69,74,286,322,371,218,57,2014
 L. Andreasen,DC,Hanovre 96,"6'2""",54,63,336,327,325,219,44,2014
 E. Prib,MG,Hanovre 96,"5'11""",82,79,331,369,390,186,40,2014
 J. Flum,MDC,Eintracht Francfort,"6'3""",68,67,341,323,336,211,56,2014
 T. Inui,MOC,Eintracht Francfort,"5'7""",78,86,324,349,419,76,52,2014
 A. Beck,DD,TSG 1899 Hoffenheim,"5'11""",75,78,280,357,367,224,63,2014
 P. Verhaegh,DLD,FC Augsbourg,"5'10""",77,74,282,313,373,223,47,2014
 R. Klavan,DC,FC Augsbourg,"6'1""",66,62,274,268,320,224,54,2014
 H. Altintop,MOC,FC Augsbourg,"6'1""",76,73,359,328,368,77,47,2014
 R. Bobadilla,BU,FC Augsbourg,"5'11""",68,72,354,312,351,72,52,2014
 K. Bellarabi,AD,Eintracht Brunswick,"6'0""",79,83,320,346,391,84,50,2014
 M. Friedrich,DC,Borussia Dortmund,"6'2""",51,52,270,241,279,225,51,2014
 F. Daems,DC,Borussia Mönchengladbach,"5'11""",55,53,262,290,313,231,47,2014
 G. Fernandes,DD,SC Fribourg,"6'0""",75,72,313,309,355,223,51,2014
 M. Mujdža,DD,SC Fribourg,"6'1""",74,72,307,330,354,220,60,2014
 D. Diekmeier,DLD,Hambourg SV,"6'2""",90,90,310,319,388,215,43,2014
 T. Rincón,DC,Hambourg SV,"5'9""",64,68,276,299,357,227,55,2014
 G. Donati,DD,Bayer 04 Leverkusen,"5'10""",74,73,271,287,361,224,51,2014
 R. Hilbert,DLD,Bayer 04 Leverkusen,"6'0""",78,76,322,359,370,211,51,2014
 E. Can,MD,Bayer 04 Leverkusen,"6'0""",81,78,318,345,376,202,49,2014
 M. Meyer,AD,FC Schalke 04,"5'8""",72,82,292,341,405,80,53,2014
 J. Kirchhoff,DC,FC Schalke 04,"6'5""",76,66,284,257,299,216,47,2014
 C. Obasi,AD,FC Schalke 04,"6'2""",79,77,357,359,367,76,48,2014
 C. Clemens,MG,FC Schalke 04,"5'10""",87,85,337,359,397,100,50,2014
 A. Rüdiger,DC,VfB Stuttgart,"6'3""",78,68,259,279,328,215,54,2014
 K. Rausch,MG,VfB Stuttgart,"6'0""",84,77,330,365,384,215,49,2014
 G. Sakai,DLD,VfB Stuttgart,"5'9""",78,77,289,350,385,216,45,2014
 K. Haggui,DC,VfB Stuttgart,"6'3""",55,55,239,230,294,218,52,2014
 C. Fritz,DLD,SV Werder Brême,"6'0""",67,73,338,336,356,218,53,2014
 L. Caldirola,DC,SV Werder Brême,"6'2""",75,67,270,296,338,220,42,2014
 F. Di Santo,BU,SV Werder Brême,"6'4""",75,72,347,309,318,71,41,2014
 M. Ekici,MD,SV Werder Brême,"5'11""",66,74,330,390,358,142,48,2014
 S. Allagui,BU,Hertha BSC,"6'0""",75,74,367,337,380,81,53,2014
 E. Soto,DLG,1. FSV Mayence 05,"5'10""",62,63,331,357,353,215,68,2014
 J. Park,DLG,1. FSV Mayence 05,"5'9""",84,84,293,348,408,221,53,2014
 N. Bungert,DC,1. FSV Mayence 05,"6'2""",75,73,274,260,345,227,49,2014
 C. Moritz,DLD,1. FSV Mayence 05,"6'1""",68,65,324,333,348,213,55,2014
 N. Zimling,MDC,1. FSV Mayence 05,"5'10""",67,68,314,342,362,214,38,2014
 T. Chandler,DD,1. FC Nuremberg,"6'1""",84,76,326,307,352,210,45,2014
 P. Nilsson,DC,1. FC Nuremberg,"6'3""",34,34,253,194,215,222,53,2014
 M. Plattenhardt,DLG,1. FC Nuremberg,"5'11""",75,74,314,369,364,217,60,2014
 L. Bittencourt,MG,Hanovre 96,"5'7""",78,89,306,366,413,155,57,2014
 A. Sobiech,BU,Hanovre 96,"6'1""",75,72,343,265,355,88,51,2014
 A. Madlung,DC,Eintracht Francfort,"6'4""",33,27,267,180,183,216,43,2014
 J. Rosenthal,AT,Eintracht Francfort,"6'1""",75,69,353,333,356,97,134,2014
 T. Weis,MDC,Eintracht Francfort,"5'7""",74,75,296,311,382,223,56,2014
 F. Johnson,MG,TSG 1899 Hoffenheim,"6'0""",88,81,304,319,394,215,46,2014
 J. Vestergaard,DC,TSG 1899 Hoffenheim,"6'6""",45,49,265,208,224,216,58,2014
 T. Elyounoussi,AD,TSG 1899 Hoffenheim,"5'8""",89,84,342,322,424,101,48,2014
 M. Hitz,G,FC Augsbourg,"6'4""",46,41,128,128,233,75,359,2014
 J. Callsen-Bracker,DC,FC Augsbourg,"6'2""",59,62,267,264,279,219,47,2014
 A. Hahn,MD,FC Augsbourg,"6'1""",90,78,350,309,378,133,62,2014
 T. Werner,MG,FC Augsbourg,"5'10""",75,78,355,349,380,121,59,2014
 A. Manninger,G,FC Augsbourg,"6'2""",40,39,121,128,247,75,363,2014
 E. Bičakčić,DC,Eintracht Brunswick,"6'1""",68,59,241,207,303,223,59,2014
 D. Contento,DG,FC Bayern Munich,"5'10""",78,77,270,295,377,215,54,2014
 J. Hofmann,MD,Borussia Dortmund,"5'9""",78,81,296,323,395,65,37,2014
 T. Arslan,MC,Hambourg SV,"5'11""",55,68,311,362,353,186,34,2014
 P. Jiráček,MDC,Hambourg SV,"5'11""",75,74,312,333,381,217,47,2014
 S. Boenisch,DC,Bayer 04 Leverkusen,"6'3""",83,72,303,304,334,218,51,2014
 S. Kolašinac,DC,FC Schalke 04,"6'0""",85,77,252,250,366,218,51,2014
 T. Gebre Selassie,DLD,SV Werder Brême,"5'11""",81,79,318,328,386,208,43,2014
 P. Bargfrede,MDC,SV Werder Brême,"5'9""",63,69,288,332,357,213,49,2014
 A. Lukimya,DC,SV Werder Brême,"6'3""",77,63,219,195,320,216,56,2014
 A. Ignjovski,DD,SV Werder Brême,"5'9""",77,74,285,327,377,219,41,2014
 J. van den Bergh,DG,Hertha BSC,"6'0""",85,78,295,310,375,214,49,2014
 T. Cigerci,MC,Hertha BSC,"6'1""",73,67,315,361,352,199,50,2014
 J. Pinola,DC,1. FC Nuremberg,"5'11""",68,70,290,319,349,219,44,2014
 M. Frantz,MDC,1. FC Nuremberg,"6'0""",75,75,321,317,364,199,52,2014
 A. Hloušek,MG,1. FC Nuremberg,"6'2""",78,72,339,362,358,180,48,2014
 H. Balitsch,DC,1. FC Nuremberg,"5'11""",55,54,300,302,307,219,52,2014
 T. Pekhart,BU,1. FC Nuremberg,"6'4""",64,63,334,251,325,86,64,2014
 S. Medojevic,DC,VfL Wolfsbourg,"6'0""",69,67,275,293,341,226,55,2014
 J. Polák,DC,VfL Wolfsbourg,"5'11""",55,62,309,320,324,217,59,2014
 Junior Malanda,DC,VfL Wolfsbourg,"5'11""",73,76,298,261,375,203,50,2014
 Felipe,DC,VfL Wolfsbourg,"6'2""",69,63,289,266,327,218,50,2014
 A. Hoffmann,DC,Hanovre 96,"6'2""",49,62,248,247,297,214,41,2014
 Felipe,DC,Hanovre 96,"6'4""",73,65,226,237,300,212,65,2014
 S. Sané,DC,Hanovre 96,"6'5""",68,74,257,271,314,213,55,2014
 S. Pocognoli,DLG,Hanovre 96,"6'0""",79,78,313,350,377,217,50,2014
 Joselu,BU,Eintracht Francfort,"6'3""",73,68,332,327,335,75,47,2014
 C. Djakpa,DLG,Eintracht Francfort,"5'10""",79,83,301,341,393,220,56,2014
 M. Lanig,DC,Eintracht Francfort,"6'3""",51,50,350,319,279,204,55,2014
 V. Kadlec,BU,Eintracht Francfort,"5'11""",88,89,323,313,413,80,36,2014
 S. Schipplock,BU,TSG 1899 Hoffenheim,"6'1""",72,68,348,274,333,73,32,2014
 M. Ostrzolek,DG,FC Augsbourg,"5'10""",78,81,286,299,386,220,52,2014
 J. Morávek,MOC,FC Augsbourg,"5'11""",63,68,343,352,351,153,42,2014
 S. Mölders,BU,FC Augsbourg,"6'1""",68,69,335,299,334,73,34,2014
 M. Boland,MG,Eintracht Brunswick,"5'9""",78,83,330,348,402,139,55,2014
 D. Kumbela,BU,Eintracht Brunswick,"5'8""",81,83,327,302,405,71,51,2014
 E. Durm,DLD,Borussia Dortmund,"6'0""",87,79,307,289,382,209,55,2014
 T. Marx,MDC,Borussia Mönchengladbach,"6'0""",49,53,311,302,295,209,48,2014
 P. Mlapa,BU,Borussia Mönchengladbach,"6'4""",87,79,319,319,362,96,45,2014
 O. Sorg,DLD,SC Fribourg,"5'9""",76,77,258,300,391,224,44,2014
 F. Coquelin,MC,SC Fribourg,"5'10""",67,71,270,314,362,215,46,2014
 M. Mancienne,DC,Hambourg SV,"6'0""",74,73,246,238,347,210,56,2014
 S. Rajković,DC,Hambourg SV,"6'3""",74,62,218,214,295,212,42,2014
 L. Goretzka,MD,FC Schalke 04,"6'2""",78,75,323,340,364,180,51,2014
 R. Wolf,G,SV Werder Brême,"6'3""",37,36,120,120,217,75,351,2014
 S. Mielitz,G,SV Werder Brême,"6'2""",41,39,123,120,251,75,357,2014
 L. Schmitz,DG,SV Werder Brême,"6'0""",73,68,316,367,333,206,50,2014
 J. Brooks,DC,Hertha BSC,"6'4""",78,69,265,237,322,222,39,2014
 R. Jarstein,G,Hertha BSC,"6'3""",52,40,129,121,244,75,350,2014
 N. Schulz,MG,Hertha BSC,"5'11""",88,89,289,282,395,204,53,2014
 P. Niemeyer,DC,Hertha BSC,"6'3""",55,54,302,274,279,227,48,2014
 S. Bell,DC,1. FSV Mayence 05,"6'4""",68,66,260,250,313,218,53,2014
 Júnior Díaz,DG,1. FSV Mayence 05,"6'1""",77,71,314,334,357,204,52,2014
 C. Wetklo,G,1. FSV Mayence 05,"6'3""",32,31,136,137,214,75,343,2014
 H. Müller,G,1. FSV Mayence 05,"6'5""",39,37,137,142,220,75,357,2014
 M. Grün,G,VfL Wolfsbourg,"6'3""",50,51,128,125,259,75,352,2014
 Marcelo,DC,Hanovre 96,"6'3""",70,63,244,205,296,218,57,2014
 H. Sakai,DLD,Hanovre 96,"6'1""",78,76,289,339,370,211,46,2014
 M. Miller,G,Hanovre 96,"6'2""",28,27,133,135,192,75,346,2014
 F. Wiedwald,G,Eintracht Francfort,"6'3""",34,34,121,121,226,75,348,2014
 S. Schröck,MG,Eintracht Francfort,"5'7""",91,91,280,304,435,205,54,2014
 J. Hamad,MOC,TSG 1899 Hoffenheim,"5'8""",66,73,279,331,394,117,47,2014
 K. Casteels,G,TSG 1899 Hoffenheim,"6'6""",46,44,132,130,255,75,352,2014
 E. Braafheid,DG,TSG 1899 Hoffenheim,"5'11""",69,75,292,349,360,211,54,2014
 K. Vogt,MDC,FC Augsbourg,"6'4""",64,66,283,297,298,212,43,2014
