id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,year
682,Branislav Ivanovic,38,3420,4,4.3701,5,5.3157,44,35,10,1,D,Chelsea,4,4.3701,17.0222,11.983,2014
696,Falcao,26,1278,4,7.1563,4,1.8941,38,18,2,0,F S,Manchester United,4,7.1563,9.5303,2.6328,2014
735,Jermain Defoe,17,1468,4,4.0209,0,1.2605,34,13,1,0,F M,Sunderland,4,4.0209,7.3686,2.512,2014
750,Riyad Mahrez,30,2091,4,4.9232,3,6.0565,63,44,0,0,M S,Leicester,4,4.9232,11.1494,3.2969,2014
767,Jack Colback,35,3130,4,2.825,6,2.3404,27,44,12,0,D M,Newcastle United,4,2.825,7.5984,4.6685,2014
772,Moussa Sissoko,34,3037,4,3.9524,2,4.6534,44,44,7,2,M,Newcastle United,4,3.9524,12.2738,6.7205,2014
840,Dusan Tadic,31,2072,4,5.6276,7,9.0044,53,68,2,0,F M S,Southampton,3,4.1052,18.354,7.7512,2014
871,Bojan,16,1236,4,2.5972,1,1.7018,32,26,2,0,M S,Stoke,3,1.8361,3.7694,1.553,2014
929,Adam Johnson,32,2085,4,3.2226,1,3.919,25,39,2,0,F M S,Sunderland,3,2.4614,7.5809,4.6186,2014
931,Jordi Gómez,29,1952,4,3.7219,2,1.7921,31,23,7,0,M S,Sunderland,1,1.4384,6.7453,4.4376,2014
1008,Brown Ideye,24,1286,4,3.9699,2,1.2323,30,11,2,0,F S,West Bromwich Albion,4,3.9699,4.5794,1.5735,2014
1253,Edin Dzeko,22,928,4,3.9745,2,1.3089,43,11,1,0,F S,Manchester City,4,3.9745,6.8039,2.6694,2014
1698,Abel Hernández,25,1307,4,5.4102,1,0.8518,52,9,2,0,F S,Hull,3,4.6491,4.1448,0.8265,2014
4434,Didier Drogba,28,831,4,2.7287,1,1.5344,30,14,5,0,F S,Chelsea,4,2.7287,5.0318,2.0117,2014
4471,Mohamed Diamé,15,937,4,1.2091,0,0.1744,17,3,2,0,M S,"Hull,West Ham",4,1.2091,2.1381,0.9011,2014
85,Eduardo Vargas,21,1389,3,3.4777,2,1.8191,41,15,1,0,F M S,Queens Park Rangers,3,3.4777,6.1312,2.8785,2014
154,André Schürrle,14,428,3,3.2491,0,0.5977,21,6,2,0,M S,Chelsea,3,3.2491,4.8202,1.4035,2014
494,Laurent Koscielny,27,2289,3,1.2747,0,0.1165,8,2,4,0,D S,Arsenal,3,1.2747,3.6893,3.6176,2014
541,Victor Moses,19,1473,3,4.5168,3,2.3206,41,32,3,0,F M,Stoke,2,3.7556,6.2295,1.9421,2014
585,Seamus Coleman,35,3062,3,2.01,2,2.727,19,34,5,0,D M S,Everton,3,2.01,8.5553,5.939,2014
596,Tom Cleverley,32,2633,3,1.7878,0,1.349,24,27,7,0,F M,"Aston Villa,Manchester United",3,1.7878,5.8172,4.1579,2014
614,Fernandinho,33,2283,3,2.4069,3,2.6951,24,30,7,0,M S,Manchester City,3,2.4069,13.147,9.6718,2014
641,Danny Rose,28,2386,3,1.6703,4,2.9121,24,27,7,0,D S,Tottenham,3,1.6703,10.7443,7.3636,2014
686,Cesc Fàbregas,34,2895,3,3.2494,18,10.1493,43,95,11,1,M S,Chelsea,3,3.2494,23.0132,16.971,2014
712,Jack Cork,27,1795,3,3.1308,0,0.7083,8,12,1,0,M S,"Southampton,Swansea",3,3.1308,8.9457,7.3232,2014
719,Wayne Routledge,29,2327,3,3.8582,1,2.3112,31,28,1,1,F M S,Swansea,3,3.8582,8.5351,3.1211,2014
733,Jack Rodwell,23,1483,3,2.482,0,0.2752,30,4,5,0,M S,Sunderland,3,2.482,5.9639,4.8238,2014
740,Sebastian Larsson,36,3079,3,2.7219,3,3.4863,45,58,10,0,M,Sunderland,3,2.7219,8.6264,5.8434,2014
757,Jeffrey Schlupp,32,2557,3,2.2991,2,1.5455,40,23,4,0,D M S,Leicester,3,2.2991,7.1552,3.8245,2014
769,Jonjo Shelvey,31,2471,3,4.5479,5,2.9439,62,30,8,1,M S,Swansea,2,3.7867,11.99,7.0975,2014
783,Nathan Dyer,32,1879,3,2.0165,2,2.2352,17,22,2,0,F M S,Swansea,3,2.0165,8.5838,5.9428,2014
812,Craig Gardner,35,2697,3,3.3401,4,3.3438,56,35,10,0,M S,West Bromwich Albion,3,3.3401,8.155,4.2306,2014
818,Victor Anichebe,21,1019,3,1.8499,1,1.3316,25,18,0,0,F S,West Bromwich Albion,3,1.8499,3.2067,1.0943,2014
836,Victor Wanyama,32,2367,3,1.7235,1,0.9338,28,16,10,0,M S,Southampton,3,1.7235,7.7704,5.478,2014
1737,Matt Phillips,25,1827,3,3.0865,8,3.0363,42,34,1,0,F M S,Queens Park Rangers,3,3.0865,5.4062,1.1094,2014
2413,Steven N&#039;Zonzi,38,3381,3,2.5446,1,1.7872,47,34,2,0,M,Stoke,3,2.5446,9.0227,6.2576,2014
3364,Morgan Amalfitano,24,1174,3,2.6238,1,0.9994,19,10,3,0,F M S,West Ham,3,2.6238,5.8377,3.0568,2014
3553,Ángel Di María,27,1642,3,2.9319,10,7.2951,61,52,1,0,F M S,Manchester United,3,2.9319,8.8381,3.1543,2014
3814,Samuel Eto&#039;o,14,765,3,2.3655,1,1.0088,28,11,1,0,F M S,Everton,3,2.3655,4.095,2.0123,2014
4396,Bobby Zamora,31,1779,3,2.9871,4,6.0127,29,50,4,0,F S,Queens Park Rangers,3,2.9871,9.4245,3.2415,2014
4427,Andreas Weimann,31,1782,3,2.7155,2,1.1189,33,20,5,0,F M S,Aston Villa,3,2.7155,4.3668,0.9593,2014
492,Héctor Bellerín,20,1564,2,0.2797,1,1.771,5,12,5,0,D S,Arsenal,2,0.2797,6.4407,5.2106,2014
512,Scott Dann,34,2926,2,1.2501,3,3.0851,19,13,6,0,D,Crystal Palace,2,1.2501,3.4818,2.9505,2014
517,Joe Ledley,32,2581,2,1.6936,0,1.5012,13,21,0,0,D M S,Crystal Palace,2,1.6936,3.8309,2.5305,2014
521,Emmanuel Adebayor,13,811,2,2.9041,1,1.3502,19,12,1,0,F S,Tottenham,2,2.9041,5.3545,1.6971,2014
533,Mark Noble,28,2321,2,2.4249,3,3.0953,21,45,4,0,M S,West Ham,1,0.9026,8.767,7.1705,2014
534,Aaron Cresswell,38,3420,2,1.2426,4,4.8387,19,35,5,0,D,West Ham,2,1.2426,9.5886,6.9539,2014
548,Daley Blind,25,2174,2,0.9982,2,1.4454,28,17,4,0,D M,Manchester United,2,0.9982,9.2208,7.4743,2014
588,Leighton Baines,31,2775,2,2.9738,9,6.347,22,70,4,0,D M,Everton,0,0.6903,9.6767,6.8342,2014
589,James McCarthy,28,2416,2,1.4063,1,1.04,19,16,7,0,M S,Everton,2,1.4063,8.4013,6.6077,2014
592,Ross Barkley,29,1967,2,3.7602,2,2.5697,51,33,1,0,F M S,Everton,2,2.999,8.0909,4.6721,2014
593,Aaron Lennon,23,1345,2,1.2197,2,2.7103,9,24,3,0,F M S,"Everton,Tottenham",2,1.2197,5.8664,2.6043,2014
603,Nathaniel Clyne,35,3148,2,0.9359,0,2.0857,19,22,4,0,D M,Southampton,2,0.9359,8.0675,5.5686,2014
608,Alberto Moreno,28,2273,2,1.9356,0,1.6585,18,34,6,0,D M S,Liverpool,2,1.9356,6.7786,3.9634,2014
615,Fernando,25,1886,2,1.6812,2,1.5776,10,13,6,0,M S,Manchester City,2,1.6812,11.1813,9.9734,2014
621,Aleksandar Kolarov,21,1483,2,1.0623,3,1.7351,27,23,4,0,D S,Manchester City,2,1.0623,6.3759,5.4234,2014
631,Ashley Young,26,2076,2,2.5076,5,4.1163,29,34,5,0,D M S,Manchester United,2,2.5076,7.8677,3.8918,2014
633,James McArthur,32,2623,2,2.0699,0,1.7738,33,28,6,0,M S,Crystal Palace,2,2.0699,6.689,3.589,2014
643,Eric Dier,28,2288,2,1.4194,2,1.4741,12,14,4,0,D S,Tottenham,2,1.4194,8.7941,7.4899,2014
644,Erik Lamela,33,2297,2,2.452,7,6.0993,38,60,6,0,M S,Tottenham,2,2.452,11.2332,7.2934,2014
700,Willian,36,2439,2,4.227,3,5.7835,55,49,3,0,M S,Chelsea,2,4.227,17.2467,9.9339,2014
748,Wes Morgan,37,3293,2,2.2818,2,0.9166,25,6,1,1,D,Leicester,2,2.2818,2.8685,2.1299,2014
753,Marc Albrighton,18,1011,2,1.3867,3,3.8937,14,31,3,0,D M S,Leicester,2,1.3867,6.1033,3.2566,2014
775,Andros Townsend,17,767,2,1.784,2,0.9518,16,13,2,0,M S,Tottenham,1,1.0228,2.9316,1.8412,2014
784,Andy King,24,1366,2,2.0629,0,0.1291,14,5,1,0,M S,Leicester,2,2.0629,4.1143,2.8486,2014
804,Craig Dawson,29,2593,2,1.7655,0,0.3051,16,5,6,0,D,West Bromwich Albion,2,1.7655,3.1169,2.8706,2014
816,Rickie Lambert,25,798,2,1.837,2,0.8429,19,11,2,0,F S,Liverpool,2,1.837,4.1159,1.7272,2014
819,James Chester,23,1878,2,0.6936,0,0.1988,9,5,5,1,D,Hull,2,0.6936,2.3502,2.1908,2014
835,Ryan Bertrand,34,3057,2,0.982,2,3.7353,14,26,3,1,D M,Southampton,2,0.982,11.7537,8.7847,2014
877,Samir Nasri,24,1596,2,2.4788,6,4.4651,34,52,5,0,M S,Manchester City,2,2.4788,12.8358,8.5486,2014
886,Ryan Shawcross,32,2831,2,2.2761,1,1.2505,19,14,7,0,D,Stoke,2,2.2761,3.2064,2.3666,2014
891,Leon Osman,21,1262,2,2.7171,2,1.5407,28,16,0,0,M S,Everton,2,2.7171,6.0094,3.7279,2014
904,Chris Brunt,34,2901,2,2.0604,10,5.3615,33,50,5,0,D F M S,West Bromwich Albion,2,2.0604,6.6713,4.8533,2014
905,Marouane Chamakh,18,1163,2,2.0131,0,0.6836,11,18,4,0,F M S,Crystal Palace,2,2.0131,2.58,1.0949,2014
916,Yoan Gouffran,31,1991,2,1.546,1,1.5893,24,19,3,0,F M S,Newcastle United,2,1.546,4.4165,2.5501,2014
933,Brede Hangeland,14,1175,2,0.9855,1,0.5509,4,4,2,0,D S,Crystal Palace,2,0.9855,0.9159,0.8689,2014
936,Ramires,23,1089,2,1.8735,4,2.0801,17,10,4,0,M S,Chelsea,2,1.8735,7.3506,3.9574,2014
939,Mauro Zárate,11,481,2,0.7168,1,0.4284,17,7,2,0,M S,"Queens Park Rangers,West Ham",2,0.7168,1.2176,0.5611,2014
956,Andrej Kramaric,13,569,2,2.0636,0,0.6953,23,6,0,0,F S,Leicester,2,2.0636,2.5275,0.4108,2014
990,James Morrison,33,2567,2,1.7437,1,3.0995,30,37,3,0,M S,West Bromwich Albion,2,1.7437,8.3445,6.1454,2014
1036,Jack Wilshere,14,739,2,2.4192,1,1.4339,18,16,4,0,M S,Arsenal,2,2.4192,7.2344,4.5176,2014
1654,Ben Mee,33,2889,2,1.9304,1,0.8671,20,17,10,0,D S,Burnley,2,1.9304,4.2407,3.4609,2014
1659,Scott Arfield,37,3210,2,3.1655,1,2.0568,44,28,6,0,M S,Burnley,2,2.4043,8.5059,5.224,2014
1685,Ahmed Elmohamady,38,3420,2,1.913,5,4.9166,16,64,4,0,D M,Hull,2,1.913,9.793,4.9347,2014
4367,Eljero Elia,16,798,2,0.7519,0,0.7144,15,11,2,0,F M S,Southampton,2,0.7519,1.7447,0.8644,2014
4383,Carlton Cole,23,894,2,1.7292,0,0.6561,17,8,2,0,F S,West Ham,2,1.7292,2.5398,1.451,2014
4397,Niko Kranjcar,22,1108,2,1.9117,1,1.7309,42,20,2,0,M S,Queens Park Rangers,2,1.9117,3.014,1.0271,2014
4400,Tomas Rosicky,15,562,2,0.9697,1,1.5375,10,7,1,0,M S,Arsenal,2,0.9697,4.8872,3.2714,2014
4406,Lazar Markovic,19,932,2,1.8804,1,1.4619,16,20,0,0,M S,Liverpool,2,1.8804,5.2978,2.2079,2014
4420,Sammy Ameobi,25,1416,2,0.9924,2,1.8801,26,21,2,0,F M S,Newcastle United,2,0.9924,3.5923,1.5059,2014
480,Joe Allen,21,1477,1,0.7005,0,0.5434,12,15,3,0,M S,Liverpool,1,0.7005,3.1092,2.2112,2014
508,Calum Chambers,23,1574,1,0.8142,1,0.8843,7,11,7,1,D M S,Arsenal,1,0.8142,3.6192,3.2758,2014
510,Joel Ward,37,3330,1,0.3118,0,0.884,12,22,4,0,D M,Crystal Palace,1,0.3118,2.6755,2.1266,2014
529,Winston Reid,30,2497,1,1.2367,0,1.2207,11,8,10,0,D S,West Ham,1,1.2367,3.9561,3.8566,2014
530,James Tomkins,22,1858,1,2.1594,3,2.033,18,10,6,0,D S,West Ham,1,2.1594,1.5331,1.4399,2014
586,John Stones,23,2046,1,0.2042,0,0.6553,7,4,1,0,D,Everton,1,0.2042,3.3579,3.2786,2014
601,Arouna Koné,12,611,1,1.1285,1,0.7296,14,6,2,0,F S,Everton,1,1.1285,2.4239,1.0685,2014
604,Emre Can,27,2068,1,0.451,0,1.2752,15,12,2,1,D M S,Liverpool,1,0.451,6.6759,5.8654,2014
607,Martin Skrtel,33,2970,1,0.9993,0,0.4423,19,5,8,0,D,Liverpool,1,0.9993,6.8854,6.7324,2014
610,Pablo Zabaleta,29,2590,1,1.3584,4,3.7551,12,26,6,1,D,Manchester City,1,1.3584,16.9971,14.8212,2014
613,Gaël Clichy,23,2060,1,1.0793,3,2.304,8,26,1,0,D,Manchester City,1,1.0793,10.7507,8.5955,2014
623,Martín Demichelis,31,2554,1,0.3815,0,0.2628,8,5,6,0,D S,Manchester City,1,0.3815,10.5277,10.4604,2014
639,Toby Alderweireld,26,2264,1,0.9311,0,0.6971,18,7,3,0,D M,Southampton,1,0.9311,5.9082,5.1874,2014
642,Mousa Dembélé,26,1122,1,1.1453,1,0.7561,11,22,1,0,M S,Tottenham,1,1.1453,3.6406,2.8855,2014
649,Ryan Mason,31,2342,1,2.9173,4,2.6061,41,29,10,0,M S,Tottenham,1,2.9173,12.2264,7.4308,2014
654,Michael Carrick,18,1460,1,0.2863,2,1.6985,8,8,1,0,D M S,Manchester United,1,0.2863,7.2809,6.0866,2014
663,Alan Hutton,30,2415,1,0.9325,0,1.9345,11,23,8,0,D S,Aston Villa,1,0.9325,5.2189,3.3838,2014
664,Joleon Lescott,34,3060,1,2.3967,2,0.5493,14,2,3,0,D,West Bromwich Albion,1,2.3967,3.8772,3.8772,2014
667,Carlos Sánchez,28,1987,1,0.3707,0,0.703,17,9,6,1,M S,Aston Villa,1,0.3707,3.6337,3.2398,2014
676,Jores Okore,23,2005,1,0.7886,0,0.5432,6,6,6,0,D S,Aston Villa,1,0.7886,3.5884,3.4798,2014
679,Scott Sinclair,11,458,1,1.0024,0,0.105,7,2,0,0,F M S,"Aston Villa,Manchester City",1,1.0024,1.4374,0.4995,2014
697,Nemanja Matic,36,3124,1,2.7987,3,2.3804,29,24,10,1,M S,Chelsea,1,2.7987,14.2025,12.9301,2014
699,Gary Cahill,36,2986,1,1.8249,0,1.6922,22,4,5,0,D S,Chelsea,1,1.8249,5.6063,5.403,2014
715,Jefferson Montero,30,1551,1,1.0106,7,3.6521,13,27,0,0,F M S,Swansea,1,1.0106,6.5631,3.3004,2014
737,Fabio Borini,12,389,1,1.9471,1,0.9333,14,8,1,1,F S,Liverpool,1,1.9471,2.3626,0.1639,2014
738,Lee Cattermole,28,2367,1,0.2309,0,1.055,10,12,14,0,M S,Sunderland,1,0.2309,5.422,4.6946,2014
747,Robert Huth,15,1186,1,1.1737,0,0.0,16,0,2,0,D S,"Leicester,Stoke",1,1.1737,0.9506,0.8521,2014
760,Marcin Wasilewski,25,1985,1,1.4218,1,0.8872,12,6,6,0,D S,Leicester,1,1.4218,2.4255,1.9854,2014
764,Daryl Janmaat,37,3263,1,1.4101,6,2.9408,35,31,6,1,D,Newcastle United,1,1.4101,6.7864,4.3567,2014
765,Steven Taylor,10,655,1,0.4236,0,0.0,5,0,2,1,D S,Newcastle United,1,0.4236,0.8079,0.7066,2014
774,Siem de Jong,4,143,1,0.4718,0,0.4015,5,3,0,0,M S,Newcastle United,1,0.4718,0.9586,0.0852,2014
777,Emmanuel Rivière,23,1231,1,3.654,1,0.9126,32,15,0,0,F M S,Newcastle United,1,3.654,4.949,1.4549,2014
801,Graham Dorrans,21,1608,1,1.5094,3,2.6542,20,25,5,0,M S,West Bromwich Albion,1,0.7482,4.2142,2.6842,2014
805,Jonas Olsson,13,817,1,0.3695,0,0.7159,3,2,2,0,D S,West Bromwich Albion,1,0.3695,1.1941,1.1748,2014
806,Gareth McAuley,24,2071,1,1.1422,0,0.5259,8,3,2,1,D,West Bromwich Albion,1,1.1422,1.6611,1.6258,2014
809,Darren Fletcher,26,1711,1,0.4507,0,0.8803,10,14,3,0,M S,"Manchester United,West Bromwich Albion",1,0.4507,3.3025,2.9948,2014
810,Stéphane Sessegnon,28,1768,1,2.1281,3,2.7812,29,32,5,0,F M S,West Bromwich Albion,1,2.1281,8.5318,3.9461,2014
