name,poste,Team,taille,accélération,speed,offensif,technique,mouvement,defense general,gardien general,Years
 J. Biabiany,AD,Parma,"5'10""",97,95,348,352,431,110,36,2014
 M. De Sanctis,G,AS Rome,"6'3""",42,34,125,124,248,75,387,2014
 Maicon,MD,AS Rome,"6'0""",80,76,381,388,383,234,46,2014
 R. Nainggolan,DLD,AS Rome,"5'9""",78,82,351,383,405,239,60,2014
 C. Immobile,BU,Torino,"6'1""",81,76,368,319,374,80,42,2014
 A. Di Natale,MOC,Udinese,"5'7""",76,86,390,424,404,73,54,2014
 A. Consigli,G,Atalanta,"6'2""",34,48,131,131,251,75,390,2014
 G. Bonaventura,MG,Atalanta,"5'10""",79,79,367,380,384,187,60,2014
 G. Denis,BU,Atalanta,"6'0""",69,63,372,324,343,77,47,2014
 D. Milito,BU,Inter,"6'0""",72,77,381,352,365,69,52,2014
 Juan Jesus,DC,Inter,"6'1""",80,79,241,269,357,243,52,2014
 L. Bonucci,DC,Juventus,"6'3""",75,65,276,321,329,235,18,2014
 S. Lichtsteiner,MD,Juventus,"6'0""",85,83,357,352,406,241,19,2014
 P. Osvaldo,BU,Juventus,"6'0""",75,75,368,342,379,70,32,2014
 M. Cáceres,DC,Juventus,"6'0""",83,81,283,310,402,251,20,2014
 M. Vučinić,MOC,Juventus,"6'1""",81,77,382,399,374,81,19,2014
 S. Lulić,MG,Lazio Rome,"6'0""",85,84,361,369,394,216,46,2014
 S. Mauri,MOC,Lazio Rome,"6'0""",73,69,390,401,354,200,44,2014
 K. Honda,MOC,Milan,"6'0""",74,74,370,415,356,193,19,2014
 A. Taarabt,AD,Milan,"5'10""",78,84,346,394,400,108,19,2014
 G. Inler,MDC,Naples,"6'0""",65,69,358,368,337,228,46,2014
 L. Insigne,AD,Naples,"5'4""",84,92,340,396,436,70,50,2014
 G. Pandev,MOC,Naples,"6'0""",73,73,379,396,355,100,55,2014
 V. Behrami,MDC,Naples,"6'0""",73,77,341,370,370,239,51,2014
 A. Mirante,G,Parma,"6'4""",43,44,135,138,254,75,386,2014
 D. Astori,DC,Cagliari,"6'2""",68,68,241,219,324,248,20,2014
 G. Rodríguez,DC,Fiorentina,"6'0""",66,68,266,315,332,244,53,2014
 A. Aquilani,MOC,Fiorentina,"6'1""",55,60,372,401,325,194,56,2014
 Joaquín,AD,Fiorentina,"5'10""",76,76,354,408,371,72,50,2014
 M. Fernández,MOC,Fiorentina,"5'10""",76,78,352,410,385,106,45,2014
 L. Cigarini,MC,Atalanta,"5'9""",64,70,335,399,371,169,50,2014
 A. Ranocchia,DC,Inter,"6'5""",59,55,225,256,275,240,65,2014
 Rolando,DC,Inter,"6'3""",67,63,259,276,319,241,54,2014
 E. Cambiasso,MDC,Inter,"5'10""",63,55,369,348,337,222,46,2014
 F. Quagliarella,BU,Juventus,"5'11""",69,79,362,362,369,71,26,2014
 A. Konko,DLD,Lazio Rome,"6'0""",87,85,340,362,400,226,62,2014
 C. Ledesma,MC,Lazio Rome,"5'11""",57,59,340,405,340,210,40,2014
 S. Radu,DC,Lazio Rome,"6'0""",78,78,286,280,370,246,52,2014
 P. Mexès,DC,Milan,"6'2""",70,70,310,296,316,241,19,2014
 N. de Jong,DC,Milan,"5'9""",68,74,294,335,374,241,19,2014
 G. Pazzini,BU,Milan,"5'11""",74,76,371,291,384,70,19,2014
 C. Zapata,DC,Milan,"6'2""",72,68,255,236,316,247,19,2014
 M. Destro,BU,AS Rome,"5'11""",78,78,368,310,378,65,55,2014
 K. Glik,DC,Torino,"6'3""",55,50,211,209,262,241,52,2014
 S. Savić,DC,Fiorentina,"6'1""",68,66,261,257,325,244,66,2014
 Jonathan,AD,Inter,"5'7""",87,85,333,357,419,206,45,2014
 Y. Nagatomo,DLD,Inter,"5'7""",85,91,326,336,434,225,61,2014
 R. Álvarez,MG,Inter,"6'2""",76,72,379,408,351,178,51,2014
 S. Giovinco,AD,Juventus,"5'5""",87,93,352,412,443,81,26,2014
 M. Isla,MD,Juventus,"5'10""",83,87,316,366,410,221,31,2014
 A. Ogbonna,DC,Juventus,"6'3""",75,65,257,277,310,245,21,2014
 L. Biglia,MDC,Lazio Rome,"5'10""",62,62,327,378,354,215,57,2014
 L. Cana,DC,Lazio Rome,"6'1""",60,62,275,304,302,227,59,2014
 M. De Sciglio,DLD,Milan,"6'0""",86,84,288,334,396,229,21,2014
 A. Poli,MC,Milan,"6'0""",74,76,346,387,378,211,25,2014
 I. Abate,DD,Milan,"5'11""",94,90,306,350,410,225,17,2014
 C. Maggio,DD,Naples,"6'0""",85,79,387,356,381,222,43,2014
 M. Britos,DC,Naples,"6'2""",59,63,261,278,297,237,57,2014
 M. Parolo,MC,Parma,"6'1""",73,68,351,351,353,215,44,2014
 A. Ljajić,AG,AS Rome,"5'11""",80,82,341,394,380,103,45,2014
 A. Florenzi,AD,AS Rome,"5'8""",78,82,376,357,407,191,48,2014
 T. Heurtaux,DC,Udinese,"6'0""",65,65,246,246,321,246,48,2014
 R. Pereyra,MD,Udinese,"6'0""",82,80,356,359,381,192,49,2014
 B. Fernandes,MD,Udinese,"5'8""",78,82,350,370,389,174,63,2014
 A. Paloschi,BU,Chievo Vérone,"6'0""",76,78,354,291,383,75,58,2014
 Neto,G,Fiorentina,"6'3""",40,40,131,129,247,75,380,2014
 M. Perin,G,Genoa,"6'2""",56,57,133,131,291,75,377,2014
 M. Moralez,AD,Atalanta,"5'3""",87,93,345,404,446,131,48,2014
 M. Kovačić,MD,Inter,"5'11""",79,85,331,408,396,138,34,2014
 M. Icardi,BU,Inter,"5'11""",79,79,321,287,381,75,43,2014
 Z. Kuzmanović,MDC,Inter,"6'1""",55,56,318,374,292,221,49,2014
 S. Pepe,AD,Juventus,"5'10""",79,83,345,396,387,163,36,2014
 Hélder Postiga,BU,Lazio Rome,"6'0""",76,72,357,318,364,80,56,2014
 A. González,MC,Lazio Rome,"5'9""",75,79,346,366,394,226,49,2014
 M. Ciani,DC,Lazio Rome,"6'4""",68,63,228,239,291,226,52,2014
 Ederson,MOC,Lazio Rome,"5'11""",71,70,347,396,363,137,53,2014
 C. Abbiati,G,Milan,"6'3""",34,42,135,140,246,75,384,2014
 S. Muntari,DC,Milan,"5'10""",72,68,354,366,360,233,21,2014
 D. Bonera,DC,Milan,"6'0""",54,54,229,242,292,237,15,2014
 M. Essien,DC,Milan,"5'10""",60,68,346,348,328,225,17,2014
 Robinho,AD,Milan,"5'8""",76,84,319,382,396,75,21,2014
 Henrique,DC,Naples,"6'2""",62,65,280,272,309,232,59,2014
 E. Moretti,DC,Torino,"6'0""",58,54,254,273,296,236,55,2014
 Z. Brkić,G,Udinese,"6'5""",40,40,133,129,224,75,370,2014
 M. Agazzi,G,Chievo Vérone,"6'2""",36,46,138,133,242,75,375,2014
 C. Théréau,MOC,Chievo Vérone,"6'2""",72,64,370,367,333,69,47,2014
 J. Iturbe,AD,Hellas Vérone,"5'8""",89,93,301,356,437,81,47,2014
 Rômulo,MD,Hellas Vérone,"5'10""",81,83,312,336,391,214,43,2014
 S. Mustafi,DC,Sampdoria,"6'0""",65,68,239,240,328,232,46,2014
 M. Gabbiadini,MOC,Sampdoria,"6'1""",84,80,336,343,366,70,44,2014
 Eder,AT,Sampdoria,"5'10""",78,86,356,358,405,71,50,2014
 V. Ibarbo,AD,Cagliari,"6'2""",94,88,350,355,376,114,20,2014
 M. Pinilla,BU,Cagliari,"6'1""",72,68,352,327,338,76,20,2014
 M. Sau,AD,Cagliari,"5'7""",86,92,348,385,438,69,15,2014
 Paulinho,MOC,Livourne,"5'9""",83,79,351,365,396,75,38,2014
 D. Pizarro,MC,Fiorentina,"5'7""",50,69,344,408,362,196,41,2014
 J. Vargas,MG,Fiorentina,"5'11""",78,74,374,392,360,218,50,2014
 J. Iličić,MOC,Fiorentina,"6'3""",74,68,360,406,310,105,52,2014
 N. Burdisso,DC,Genoa,"6'0""",55,68,241,213,306,235,52,2014
 J. Kucka,MDC,Genoa,"6'1""",67,66,357,365,332,225,54,2014
 G. Stendardo,DC,Atalanta,"6'3""",35,35,209,179,190,234,40,2014
 S. Lucchini,DC,Atalanta,"6'1""",54,54,214,218,279,233,64,2014
 S. Taïder,MD,Inter,"5'11""",73,76,332,367,373,218,53,2014
 J. Carrizo,G,Inter,"6'2""",48,59,123,128,295,75,371,2014
 M. Andreolli,DC,Inter,"6'2""",69,64,214,196,311,231,47,2014
 M. Storari,G,Juventus,"6'2""",37,47,137,135,271,75,370,2014
 Andrè Dias,DC,Lazio Rome,"6'0""",55,55,256,247,293,228,54,2014
 O. Onazi,MC,Lazio Rome,"5'8""",78,80,303,353,406,218,56,2014
 B. Keita,AG,Lazio Rome,"5'11""",87,85,324,356,396,82,56,2014
 L. Cavanda,DD,Lazio Rome,"5'11""",92,88,304,341,393,217,53,2014
 F. Fernández,DC,Naples,"6'2""",54,54,207,220,276,231,63,2014
 Jorginho,MC,Naples,"5'11""",79,79,337,385,378,210,56,2014
 Rafael,G,Naples,"6'1""",56,52,133,130,266,75,374,2014
 B. Džemaili,MC,Naples,"5'10""",75,75,327,369,368,207,51,2014
 A. Réveillère,DD,Naples,"5'11""",76,74,312,319,354,224,51,2014
 M. Cassani,DD,Parma,"6'0""",75,70,327,332,344,219,51,2014
 A. Lucarelli,DC,Parma,"6'0""",51,51,242,247,261,234,54,2014
 Amauri,BU,Parma,"6'1""",55,51,372,320,275,70,35,2014
 Michel Bastos,AG,AS Rome,"5'10""",78,81,362,376,383,190,53,2014
 V. Torosidis,DD,AS Rome,"6'1""",76,76,297,318,362,226,49,2014
 D. Padelli,G,Torino,"6'3""",39,49,126,125,223,75,368,2014
 G. Vives,MDC,Torino,"5'10""",65,69,316,345,346,211,52,2014
 Danilo,DC,Udinese,"6'1""",50,50,219,227,269,240,41,2014
 M. Domizzi,DC,Udinese,"6'1""",55,50,264,274,277,236,45,2014
 Allan,MDC,Udinese,"5'8""",74,76,306,327,378,224,44,2014
 L. Christodoulopoulos,MOC,Bologne,"6'0""",74,74,350,386,349,145,49,2014
 P. Hetemaj,MD,Chievo Vérone,"5'9""",78,78,339,367,399,214,47,2014
 Rafael,G,Hellas Vérone,"6'2""",31,43,125,132,200,75,363,2014
 Marquinho,MOC,Hellas Vérone,"6'0""",72,77,358,370,354,188,47,2014
 L. De Silvestri,DD,Sampdoria,"6'1""",82,79,335,336,362,219,64,2014
 D. Conti,MDC,Cagliari,"5'10""",54,54,334,391,316,210,25,2014
 A. Cossu,AD,Cagliari,"5'7""",68,78,322,385,378,76,25,2014
 F. Bardi,G,Livourne,"6'2""",33,31,131,128,216,75,367,2014
 M. Pasqual,DLG,Fiorentina,"5'10""",76,74,331,364,364,231,37,2014
 A. Matri,BU,Fiorentina,"6'0""",79,79,345,298,378,73,60,2014
 M. Diakité,DC,Fiorentina,"6'4""",76,64,214,205,291,234,47,2014
 Anderson,MOC,Fiorentina,"5'9""",76,77,332,378,383,198,51,2014
 J. Fetfatzidis,AD,Genoa,"5'6""",77,88,289,364,401,74,50,2014
 D. Berardi,AG,Sassuolo,"6'0""",84,82,352,360,392,86,50,2014
 C. Carmona,MDC,Atalanta,"5'10""",76,78,310,349,389,225,51,2014
 M. Yepes,DC,Atalanta,"6'1""",34,34,208,224,217,227,54,2014
 M. Estigarribia,MG,Atalanta,"5'11""",84,76,330,363,386,192,58,2014
 R. Botta,MG,Inter,"5'9""",80,82,320,386,387,84,45,2014
 G. Biava,DC,Lazio Rome,"5'11""",55,50,243,247,308,230,49,2014
 Felipe Anderson,AG,Lazio Rome,"5'10""",79,83,301,373,388,66,43,2014
 U. Emanuelson,MG,Milan,"5'9""",82,86,346,389,414,215,19,2014
 V. Birsa,MOC,Milan,"6'0""",76,72,363,382,338,101,21,2014
 F. Ghoulam,DG,Naples,"6'1""",82,78,323,351,356,222,48,2014
 D. Zapata,BU,Naples,"6'1""",71,73,332,288,360,124,40,2014
 J. Zúñiga,MD,Naples,"5'8""",87,87,325,359,421,220,48,2014
 M. Marchionni,MD,Parma,"5'9""",67,70,339,369,370,176,49,2014
 C. Bovo,DC,Torino,"5'11""",55,55,237,321,294,232,50,2014
 N. Maksimović,DC,Torino,"6'4""",60,55,226,222,270,228,52,2014
 O. El Kaddouri,MOC,Torino,"6'2""",75,71,343,381,342,151,40,2014
 G. Pinzi,MDC,Udinese,"5'11""",65,68,350,334,333,214,46,2014
 D. Basta,DLD,Udinese,"6'0""",78,76,343,359,363,226,57,2014
 A. Lazzari,MC,Udinese,"6'0""",72,72,338,390,349,192,45,2014
 L. Muriel,MOC,Udinese,"5'10""",88,88,326,355,406,71,48,2014
 M. Antonsson,DC,Bologne,"6'2""",55,55,227,212,267,232,48,2014
 C. Natali,DC,Bologne,"6'3""",34,34,205,202,213,226,47,2014
 P. Kone,MD,Bologne,"6'0""",76,76,340,372,378,166,52,2014
 L. Rigoni,MDC,Chievo Vérone,"6'1""",64,60,314,322,317,224,56,2014
 B. Janković,AG,Hellas Vérone,"6'0""",79,77,329,373,365,100,55,2014
 L. Toni,BU,Hellas Vérone,"6'4""",34,34,353,246,211,74,44,2014
 Raphael Martinho,AG,Hellas Vérone,"6'0""",92,88,324,337,399,197,47,2014
 N. Mihaylov,G,Hellas Vérone,"6'4""",61,57,132,137,276,75,364,2014
 D. Gastaldello,DC,Sampdoria,"6'1""",55,55,254,234,290,226,37,2014
 Pedro Obiang,MDC,Sampdoria,"6'1""",69,70,327,342,340,216,36,2014
 L. Rossettini,DC,Cagliari,"6'2""",64,64,239,238,302,234,25,2014
 A. Ekdal,MD,Cagliari,"6'1""",72,68,326,377,340,186,25,2014
 A. Ibraimi,AG,Cagliari,"5'10""",76,78,318,379,370,84,15,2014
 A. Coda,DC,Livourne,"6'3""",51,53,243,211,272,229,52,2014
 I. Belfodil,BU,Livourne,"6'4""",74,74,354,335,333,75,52,2014
 N. Spolli,DC,Catane,"6'4""",50,50,226,200,246,230,49,2014
 F. Lodi,MC,Catane,"6'0""",55,55,354,419,315,190,49,2014
 P. Barrientos,MG,Catane,"5'9""",65,70,344,404,358,86,47,2014
 F. Roncaglia,DC,Fiorentina,"5'10""",76,76,277,278,364,233,65,2014
 N. Tomović,DC,Fiorentina,"6'0""",74,70,248,268,350,233,52,2014
 M. Ambrosini,DC,Fiorentina,"6'0""",50,50,342,314,285,226,54,2014
 D. Portanova,DC,Genoa,"6'1""",46,52,223,188,268,229,42,2014
 E. Calaió,BU,Genoa,"5'10""",70,75,342,314,366,64,40,2014
 A. Centurión,AG,Genoa,"5'9""",92,93,322,351,429,145,34,2014
 A. Bizzarri,G,Genoa,"6'2""",45,55,127,126,272,75,368,2014
 P. Cannavaro,DC,Sassuolo,"6'1""",50,34,262,226,262,225,46,2014
 S. Zaza,BU,Sassuolo,"6'0""",79,76,335,317,370,78,45,2014
 N. Sansone,AG,Sassuolo,"5'9""",78,86,320,364,408,75,55,2014
 F. Brienza,MOC,Atalanta,"5'6""",61,71,328,382,371,109,37,2014
 S. Padoin,MD,Juventus,"5'10""",69,77,333,362,367,193,23,2014
 E. Berisha,G,Lazio Rome,"6'4""",28,28,125,126,182,75,363,2014
 K. Constant,MG,Milan,"6'0""",80,76,334,374,346,217,19,2014
 M. Amelia,G,Milan,"6'3""",40,42,132,116,248,75,366,2014
 C. Zaccardo,DC,Milan,"6'0""",60,60,266,302,292,225,21,2014
 R. Palladino,MOC,Parma,"6'0""",81,78,323,358,375,75,66,2014
 Rafael Tolói,DC,AS Rome,"6'1""",60,68,211,282,326,223,58,2014
 F. Balzaretti,DLG,AS Rome,"5'11""",78,76,287,329,358,221,40,2014
 Taddei,MD,AS Rome,"5'10""",68,69,349,364,357,217,44,2014
 J. Kurtić,MDC,Torino,"6'1""",68,63,326,356,318,199,54,2014
 G. Rodríguez,DC,Torino,"6'1""",55,61,200,242,302,229,54,2014
 A. Farnerud,MC,Torino,"6'0""",72,69,333,349,352,182,47,2014
 E. Badu,AD,Udinese,"5'8""",80,84,336,332,402,208,56,2014
 N. López,AG,Udinese,"5'9""",80,83,330,354,386,65,44,2014
 S. Widmer,MD,Udinese,"6'0""",83,83,313,352,366,214,44,2014
 Maicosuel,MD,Udinese,"5'10""",74,78,348,372,368,90,53,2014
 G. Curci,G,Bologne,"6'3""",43,43,126,134,255,75,360,2014
 D. Dainelli,DC,Chievo Vérone,"6'3""",34,34,214,240,201,224,55,2014
 B. Cesar,DC,Chievo Vérone,"6'3""",54,54,203,196,231,222,48,2014
 B. Dramé,DLG,Chievo Vérone,"5'11""",84,78,293,320,389,222,34,2014
 V. Moras,DC,Hellas Vérone,"6'4""",55,55,237,226,238,226,61,2014
 Rafael Marques,DC,Hellas Vérone,"6'0""",55,55,244,220,285,226,51,2014
 N. Krstičić,MC,Sampdoria,"6'0""",70,70,324,333,354,200,56,2014
 G. Sansone,MOC,Sampdoria,"5'8""",79,84,338,357,402,82,60,2014
 A. Costa,DC,Sampdoria,"6'0""",67,68,254,273,332,217,48,2014
 A. Sestu,AD,Sampdoria,"5'10""",76,79,333,350,371,96,50,2014
 Danilo Avelar,DLG,Cagliari,"6'1""",74,68,286,338,340,218,20,2014
 M. Cabrera,MD,Cagliari,"5'10""",76,76,308,375,370,154,20,2014
 Emerson,DC,Livourne,"6'2""",60,69,253,338,319,217,49,2014
 L. Greco,MC,Livourne,"6'0""",66,69,341,356,337,205,45,2014
 I. Emeghara,BU,Livourne,"5'7""",93,95,313,265,442,92,48,2014
 M. Izco,MDC,Catane,"5'11""",76,74,324,330,362,208,52,2014
 F. Rinaudo,MDC,Catane,"5'9""",69,76,311,323,367,212,66,2014
 A. Bertolacci,MOC,Genoa,"5'10""",73,76,346,355,374,178,38,2014
 Matuzalém,MC,Genoa,"5'10""",55,60,335,374,341,184,48,2014
 L. Antonelli,MG,Genoa,"6'0""",78,77,315,307,363,226,47,2014
 G. Sculli,AG,Genoa,"5'10""",70,74,357,342,368,83,51,2014
 A. Gamberini,DC,Genoa,"6'1""",65,64,231,242,330,223,57,2014
 G. Marchese,DC,Genoa,"5'11""",72,69,318,309,344,229,57,2014
 A. Floro Flores,BU,Sassuolo,"5'11""",74,76,347,364,362,74,46,2014
 T. Manfredini,DC,Sassuolo,"5'11""",55,55,225,242,300,230,53,2014
 S. Floccari,BU,Sassuolo,"5'11""",68,72,344,326,348,68,50,2014
 F. Acerbi,DC,Sassuolo,"6'4""",55,55,215,288,252,228,53,2014
 D. Brivio,DC,Atalanta,"6'1""",68,68,285,321,331,225,43,2014
 G. Migliaccio,DC,Atalanta,"6'0""",60,54,327,298,331,221,54,2014
 L. Castellazzi,G,Inter,"6'4""",53,57,122,124,282,75,356,2014
 B. Perea,BU,Lazio Rome,"6'2""",79,77,345,327,325,108,40,2014
 G. Kakuta,AG,Lazio Rome,"5'8""",77,84,321,323,392,70,48,2014
 M. Silvestre,DC,Milan,"6'1""",54,54,267,299,272,219,19,2014
 M. Gobbi,DG,Parma,"6'0""",69,65,314,285,329,217,48,2014
 W. Gargano,MDC,Parma,"5'6""",69,79,282,346,396,233,37,2014
 C. Molinaro,DLG,Parma,"6'0""",82,78,291,315,364,214,48,2014
 A. Acquah,MC,Parma,"5'10""",79,79,307,327,381,196,39,2014
 D. Galloppa,MC,Parma,"5'11""",61,61,323,371,336,130,55,2014
 Barreto,MOC,Torino,"5'7""",76,86,334,359,400,72,45,2014
 A. Gazzi,MDC,Torino,"6'0""",63,61,298,322,320,206,48,2014
 S. Masiello,DG,Torino,"5'9""",69,69,292,308,355,224,42,2014
 M. Basha,MC,Torino,"5'11""",65,67,309,344,338,198,39,2014
 Gabriel Silva,DLG,Udinese,"5'10""",78,76,326,350,370,220,43,2014
 S. Scuffet,G,Udinese,"6'3""",50,50,116,128,275,72,352,2014
 I. Bubnjić,DC,Udinese,"6'2""",55,55,209,207,248,228,56,2014
 D. Pérez,DC,Bologne,"5'10""",55,55,302,315,318,214,37,2014
 R. Krhin,MDC,Bologne,"6'2""",55,60,322,330,295,202,50,2014
 R. Bianchi,BU,Bologne,"6'2""",69,63,342,284,332,69,52,2014
 M. Pazienza,MDC,Bologne,"5'9""",68,69,311,333,358,214,40,2014
 J. Cristaldo,AT,Bologne,"5'9""",74,78,340,303,375,62,58,2014
 I. Radovanovic,MDC,Chievo Vérone,"6'1""",64,60,294,332,313,218,27,2014
 M. Canini,DC,Chievo Vérone,"6'2""",68,68,220,233,323,228,48,2014
 E. Cirigliano,MDC,Hellas Vérone,"5'8""",68,74,288,327,371,208,53,2014
 E. Hallfreðsson,MC,Hellas Vérone,"6'1""",67,67,341,359,326,192,50,2014
 M. Donati,MDC,Hellas Vérone,"6'2""",55,59,294,336,273,212,45,2014
 A. Palombo,MDC,Sampdoria,"5'10""",68,68,299,358,343,210,48,2014
 M. López,BU,Sampdoria,"6'1""",68,68,336,330,309,73,56,2014
 V. Avramov,G,Cagliari,"6'2""",30,38,133,134,217,75,354,2014
 F. Pisano,DLD,Cagliari,"5'9""",88,90,270,317,422,218,25,2014
 Nenê,BU,Cagliari,"6'0""",68,64,338,315,320,77,20,2014
 L. Rinaudo,DC,Livourne,"6'1""",51,50,260,189,233,214,56,2014
 L. Siligardi,AG,Livourne,"5'11""",78,79,323,335,391,70,56,2014
 M. Andújar,G,Catane,"6'4""",45,45,123,127,236,75,354,2014
 G. Bellusci,DC,Catane,"6'0""",60,60,213,218,313,228,52,2014
 L. Castro,AG,Catane,"6'0""",78,78,328,358,372,146,42,2014
 Keko,MD,Catane,"5'8""",74,86,300,354,390,86,46,2014
 M. Compper,DC,Fiorentina,"6'1""",55,65,234,229,299,226,54,2014
 S. De Maio,DC,Genoa,"6'3""",67,66,197,180,297,220,34,2014
 S. Vrsaljko,MD,Genoa,"6'0""",83,82,278,322,386,202,58,2014
 L. Antonini,DC,Genoa,"6'0""",78,76,316,343,371,222,46,2014
 G. Pegolo,G,Sassuolo,"6'0""",42,44,135,117,253,75,352,2014
 Y. Benalouane,DC,Atalanta,"6'2""",66,67,247,267,320,229,65,2014
 F. Peluso,DC,Juventus,"6'2""",69,65,280,296,304,225,28,2014
 E. Alfaro,BU,Lazio Rome,"5'8""",73,77,328,312,387,88,37,2014
 R. Saponara,MD,Milan,"6'0""",76,74,323,361,344,67,21,2014
 G. Mesto,MD,Naples,"5'11""",83,75,320,325,369,207,38,2014
 J. Obi,MG,Parma,"5'10""",79,85,321,327,392,183,62,2014
 E. Schelotto,MD,Parma,"6'2""",81,75,326,326,342,204,42,2014
 N. Pozzi,BU,Parma,"6'0""",71,70,336,299,335,77,46,2014
 Felipe,DC,Parma,"5'10""",51,51,242,264,304,221,39,2014
 B. Lobonţ,G,AS Rome,"6'1""",50,50,126,127,241,75,360,2014
 Dodô,DLG,AS Rome,"5'10""",80,80,296,351,378,208,55,2014
 R. Meggiorini,BU,Torino,"6'0""",78,76,328,320,370,74,40,2014
 H. Yebda,MDC,Udinese,"6'2""",41,42,310,326,254,194,58,2014
 Ibson,MOC,Bologne,"5'10""",74,73,351,358,361,170,35,2014
 G. Sardo,DC,Chievo Vérone,"6'3""",64,54,320,318,275,220,52,2014
 N. Frey,DC,Chievo Vérone,"6'0""",72,68,248,270,327,228,53,2014
 T. Guarente,MC,Chievo Vérone,"6'0""",60,60,300,360,317,206,56,2014
 V. Obinna,AG,Chievo Vérone,"5'10""",87,90,315,358,412,80,54,2014
 D. Maietta,DC,Hellas Vérone,"6'1""",61,55,197,191,278,224,46,2014
 D. Cacia,BU,Hellas Vérone,"5'11""",68,74,327,276,344,69,63,2014
 J. Gomez,AG,Hellas Vérone,"5'11""",86,83,329,333,394,87,48,2014
 Da Costa,G,Sampdoria,"6'1""",37,42,128,125,234,75,350,2014
 S. Okaka Chuka,BU,Sampdoria,"6'1""",78,74,322,271,353,70,34,2014
 D. Dessena,DD,Cagliari,"6'0""",72,76,328,343,360,212,20,2014
 N. Murru,DG,Cagliari,"5'11""",78,76,264,286,364,218,25,2014
 M. Biagianti,MC,Livourne,"5'11""",57,68,324,318,332,206,44,2014
 D. Mesbah,DG,Livourne,"5'10""",77,77,321,352,367,205,45,2014
 G. Bergessio,BU,Catane,"5'10""",70,76,330,315,360,90,37,2014
 A. Frison,G,Catane,"6'3""",45,45,129,128,236,75,345,2014
