id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,year
1517,Antonio Candreva,34,2656,10,10.5141,9,8.0766,117,58,6,0,F M S,Lazio,8,8.2303,18.7071,7.2503,2014
1836,Franco Vázquez,37,3231,10,9.1179,10,9.239,99,68,7,0,F M,Palermo,9,7.5953,24.5931,13.6651,2014
716,Alberto Paloschi,37,2642,9,9.9236,3,2.1522,79,26,2,0,F S,Chievo,9,9.1623,9.9642,1.4592,2014
1101,Luca Rigoni,31,2704,9,5.9971,1,1.8998,30,23,11,0,M,Palermo,9,5.9971,10.2478,4.1483,2014
1188,Maxi López,31,1573,9,9.3929,2,1.8228,52,20,3,0,F S,"Chievo,Torino",9,9.3929,10.8345,1.9675,2014
1468,Gregoire Defrel,34,2708,9,4.0113,5,3.6242,56,41,7,0,D F M S,Cesena,9,4.0113,9.5884,2.8573,2014
1494,Mauricio Pinilla,26,1648,9,8.1227,2,1.7166,65,13,8,1,F S,"Atalanta,Genoa",8,6.6001,7.1581,1.9514,2014
1514,Éder,30,2373,9,7.3701,4,4.4138,83,34,5,0,F M S,Sampdoria,8,6.6088,10.314,2.9964,2014
1879,Stefano Mauri,29,1898,9,7.056,2,1.969,43,23,5,0,F M S,Lazio,9,7.056,11.4636,4.8006,2014
1187,Adem Ljajic,32,2024,8,6.6102,2,3.2392,50,44,2,0,F M S,Roma,7,5.0876,10.4886,4.2819,2014
1213,Filip Djordjevic,24,1485,8,5.865,2,1.5615,34,16,2,0,F S,Lazio,8,5.865,7.3698,0.4915,2014
1255,Francesco Totti,27,1765,8,6.9418,6,3.9552,52,47,5,0,F S,Roma,4,3.8966,9.9012,5.0674,2014
1426,Josip Ilicic,25,1528,8,4.8726,3,4.1653,72,44,6,0,F M S,Fiorentina,7,4.1113,8.4254,3.9527,2014
1518,Rodrigo Palacio,35,2645,8,11.2207,5,5.5499,58,62,3,0,F M S,Inter,8,10.4594,17.9563,6.5272,2014
1580,Mattia Destro,31,1663,8,8.2384,0,0.3228,41,7,5,0,F S,"AC Milan,Roma",8,8.2384,9.8356,2.7635,2014
1611,Franco Brienza,30,2513,8,6.4193,4,5.0288,53,52,2,0,F M S,Cesena,5,4.1354,10.5381,4.6296,2014
1740,Paul Pogba,26,2110,8,4.496,3,3.8425,56,37,4,0,M S,Juventus,8,4.496,13.7845,7.0277,2014
1804,Álvaro Morata,29,1309,8,5.009,5,1.8117,51,19,6,1,F S,Juventus,8,5.009,8.7025,2.4549,2014
1984,Germán Denis,32,2325,8,8.5676,0,1.8327,54,37,4,0,F S,Atalanta,5,5.5224,8.1994,1.9153,2014
222,Arturo Vidal,28,2094,7,6.3325,4,3.8446,53,37,7,0,M S,Juventus,5,4.0486,12.6631,7.8545,2014
1104,Leonardo Pavoletti,19,633,7,5.5976,3,0.5381,26,9,4,0,F S,"Genoa,Sassuolo",7,5.5976,5.8213,1.1754,2014
1121,Giacomo Bonaventura,34,2664,7,5.9045,4,4.0907,61,44,3,1,F M S,"AC Milan,Atalanta",7,5.9045,11.3381,2.8566,2014
1313,Riccardo Saponara,18,1329,7,5.4812,3,2.4815,52,23,2,1,M,"AC Milan,Empoli",6,4.7199,9.235,3.593,2014
1347,Sergio Pellissier,27,1110,7,4.9244,1,1.3083,29,13,0,0,F S,Chievo,6,4.1631,5.1089,0.4483,2014
1381,Marek Hamsik,35,2319,7,7.8297,10,8.2021,82,69,1,0,M S,Napoli,7,7.8297,23.0731,9.9894,2014
1406,Marco Sau,28,1812,7,4.0553,5,3.2674,37,33,3,0,F M S,Cagliari,7,4.0553,9.0788,2.4136,2014
1418,Gonzalo Rodríguez,30,2685,7,5.2286,0,0.6456,20,5,9,1,D,Fiorentina,6,2.9447,7.6476,7.0092,2014
1434,Khouma Babacar,20,1151,7,6.163,2,1.9177,40,11,2,0,F S,Fiorentina,7,5.4017,7.6527,0.9928,2014
1472,Alessandro Matri,21,1359,7,6.6049,5,4.0319,36,26,2,0,F S,"Genoa,Juventus",7,5.8436,8.7179,1.6952,2014
1728,Fernando Llorente,31,1969,7,7.3513,1,1.1788,49,23,0,0,F S,Juventus,7,7.3513,11.0549,5.1625,2014
1800,Kamil Glik,32,2794,7,3.034,0,0.2245,18,5,7,1,D S,Torino,7,3.034,5.9907,5.9625,2014
1124,Keisuke Honda,29,2175,6,4.6818,4,3.0068,43,32,3,0,F M S,AC Milan,6,4.6818,9.8587,4.4046,2014
1148,Duván Zapata,21,607,6,2.9253,1,0.5084,29,7,2,0,F S,Napoli,6,2.9253,3.4455,0.3105,2014
1186,Andrea Belotti,38,1318,6,7.9774,1,3.2978,44,21,3,0,F S,Palermo,5,6.4548,9.5373,1.8274,2014
1250,Mohamed Salah,16,909,6,3.8149,3,1.9356,29,30,0,0,F M S,Fiorentina,6,3.8149,7.4046,2.628,2014
1384,Dries Mertens,31,1688,6,5.4029,7,5.8463,60,56,4,1,M S,Napoli,5,4.6416,13.967,7.3414,2014
1605,Diego Farias,29,1778,6,8.7345,3,2.0081,57,30,7,0,F S,Cagliari,6,8.7345,11.1786,3.9942,2014
1641,Andrea Bertolacci,34,2679,6,5.2376,8,3.6819,62,46,10,0,M S,Genoa,6,5.2376,15.186,10.7312,2014
1851,Juanito Gómez,26,1793,6,3.8848,3,2.6547,41,22,7,0,F M S,Verona,6,3.8848,8.9337,4.1626,2014
1949,Fredy Guarín,28,2213,6,3.2519,6,4.7552,79,45,5,0,M S,Inter,6,3.2519,10.3378,5.458,2014
411,Albin Ekdal,33,2702,5,3.6292,1,2.5691,41,31,7,0,F M S,Cagliari,5,3.6292,11.0611,6.9333,2014
1126,M&#039;Baye Niang,19,1065,5,4.128,2,2.7646,39,14,3,0,F M S,"AC Milan,Genoa",5,4.128,7.9857,1.9695,2014
1251,Radja Nainggolan,35,2777,5,2.9096,2,2.9279,81,36,10,0,M S,Roma,5,2.9096,17.9758,13.4381,2014
1254,Alessandro Florenzi,35,2288,5,5.2334,4,6.2434,54,38,9,0,D F M S,Roma,4,4.4721,13.8992,5.8448,2014
1290,Miralem Pjanic,34,2533,5,4.4833,10,3.8772,44,69,9,0,M S,Roma,5,4.4833,16.9113,12.6065,2014
1291,Hernanes,26,1624,5,3.8654,4,4.2537,65,50,6,0,M S,Inter,5,3.8654,11.1078,5.7056,2014
1318,Manuel Pucciarelli,34,2275,5,8.5302,2,2.2209,50,29,2,0,F S,Empoli,5,8.5302,11.1885,2.5249,2014
1394,Lorenzo Tonelli,28,2296,5,2.547,0,0.119,14,2,4,2,D S,Empoli,5,2.547,5.6293,5.6132,2014
1592,João Pedro,29,1502,5,4.3601,2,1.8218,40,20,5,0,F M S,Cagliari,5,3.5988,4.2394,1.5758,2014
1812,Alejandro Rodriguez,25,801,5,5.1266,0,0.4984,27,5,3,0,F S,Cesena,4,4.3653,5.3825,1.2836,2014
1826,Nicola Sansone,35,2528,5,3.633,4,4.2906,46,44,3,1,D F S,Sassuolo,5,3.633,9.389,3.6003,2014
1939,Antonio Cassano,19,1637,5,2.7964,2,2.9126,23,39,1,0,F S,Parma,4,2.0351,7.724,4.03,2014
2029,Maximiliano Moralez,30,2255,5,5.0829,4,5.1627,53,59,3,0,F M S,Atalanta,5,5.0829,10.9406,2.37,2014
2254,Mateo Kovacic,35,2462,5,3.3099,3,4.3019,41,62,3,1,F M S,Inter,5,3.3099,14.8244,9.5243,2014
2579,Nicolás López,24,971,5,2.6331,2,3.2674,34,17,3,0,F M S,Verona,5,2.6331,6.4246,1.6316,2014
4005,Pablo Daniel Osvaldo,12,573,5,3.1147,2,0.8521,20,10,1,0,F S,Inter,5,3.1147,3.4075,0.4394,2014
1089,Juan Cuadrado,17,1455,4,6.0485,4,2.1889,53,36,5,0,D F M,Fiorentina,4,6.0485,10.7804,4.3118,2014
1193,Lorenzo De Silvestri,33,2937,4,2.3386,3,1.6896,16,19,8,0,D,Sampdoria,4,2.3386,8.2278,7.3107,2014
1229,Luis Muriel,27,1378,4,4.4642,5,4.0906,49,35,3,0,F M S,"Sampdoria,Udinese",4,4.4642,10.591,3.8676,2014
1319,Levan Mchedlidze,25,737,4,3.5449,0,0.9283,28,12,3,0,F S,Empoli,4,3.5449,5.1977,1.6942,2014
1337,Riccardo Meggiorini,30,1902,4,4.1614,4,2.165,66,22,8,0,F S,Chievo,4,4.1614,7.5285,1.8442,2014
1361,Raffaele Palladino,22,1461,4,3.9437,1,0.8003,28,12,1,0,F S,Parma,4,3.9437,5.5221,1.811,2014
1539,Diego Perotti,27,2312,4,4.791,5,6.9878,41,54,5,0,F M,Genoa,2,3.2684,13.5316,8.0743,2014
1552,Alberto Gilardino,14,790,4,3.3208,2,0.5125,16,11,0,0,F S,Fiorentina,4,3.3208,4.6899,1.704,2014
1590,Luca Antonelli,31,2698,4,3.1338,1,2.3534,18,26,6,0,D M S,"AC Milan,Genoa",4,3.1338,5.8912,4.2267,2014
1603,Simone Missiroli,33,2660,4,1.8993,4,3.0158,18,38,5,1,M S,Sassuolo,4,1.8993,8.2584,4.8106,2014
1723,Roberto Pereyra,35,2282,4,3.5207,3,3.6437,31,43,2,0,D M S,Juventus,4,3.5207,12.1533,6.7456,2014
1763,Stefano Okaka,32,2384,4,8.0467,2,2.6388,50,28,6,0,F S,Sampdoria,4,8.0467,11.3339,2.9742,2014
1810,Roberto Soriano,33,2532,4,4.4863,2,3.1775,56,49,11,0,M S,Sampdoria,4,4.4863,10.6735,5.4718,2014
1847,Giampaolo Pazzini,26,786,4,5.8321,0,0.2224,25,4,2,0,F S,AC Milan,1,3.5482,4.1737,0.819,2014
1933,Danilo Avelar,31,2640,4,4.7305,3,5.1524,36,44,10,1,D M S,Cagliari,1,1.6853,8.9489,5.8617,2014
2340,Duje Cop,16,806,4,5.2261,0,0.9494,26,12,1,0,F S,Cagliari,4,5.2261,7.1807,1.5224,2014
3847,Andrea Pirlo,20,1619,4,1.2376,5,5.3924,25,44,0,0,M S,Juventus,4,1.2376,7.7403,6.0919,2014
3887,Mario Gomez,20,1403,4,7.4426,2,1.412,40,12,3,0,F S,Fiorentina,4,6.6813,6.9636,0.481,2014
542,Pedro Obiang,34,2772,3,3.9321,1,2.6872,30,30,12,0,M S,Sampdoria,3,3.9321,9.5355,4.8738,2014
1178,Davide Zappacosta,29,2270,3,1.6124,1,1.9367,25,17,4,0,D M S,Atalanta,3,1.6124,5.5608,2.9115,2014
1180,Luca Rossettini,32,2837,3,2.9392,3,3.8567,20,11,12,0,D,Cagliari,3,2.9392,6.2491,5.1627,2014
1183,Marco Benassi,25,1360,3,1.9659,2,1.49,32,23,8,0,M S,Torino,3,1.9659,6.8192,4.3318,2014
1198,Josef Martínez,26,1566,3,5.5354,1,0.7949,49,18,0,0,F S,Torino,3,5.5354,7.845,1.9121,2014
1205,Senad Lulic,25,1851,3,3.1037,7,3.6641,25,33,8,0,D F M S,Lazio,3,3.1037,11.459,5.5645,2014
1228,Bruno Fernandes,31,1605,3,2.6343,2,2.332,41,22,5,0,M S,Udinese,3,2.6343,5.7874,2.2257,2014
1252,Stephan El Shaarawy,18,1204,3,1.8679,3,1.4043,25,15,3,0,F M S,AC Milan,3,1.8679,4.9284,2.0363,2014
1271,Ivaylo Chochev,18,1099,3,3.434,0,1.2018,17,13,4,0,M S,Palermo,3,3.434,6.538,2.7973,2014
1287,Leonardo Bonucci,34,3013,3,1.5742,0,1.0706,25,10,8,0,D S,Juventus,3,1.5742,10.4678,10.1104,2014
1300,Claudio Marchisio,35,2868,3,4.2852,6,3.2261,51,49,9,0,M S,Juventus,2,3.5239,14.9308,10.6013,2014
1301,Daniele Rugani,38,3420,3,3.5659,0,0.1367,25,2,0,0,D,Empoli,3,3.5659,6.0263,6.0056,2014
1303,Stephan Lichtsteiner,32,2448,3,2.0754,5,3.6612,21,24,8,1,D S,Juventus,3,2.0754,10.4872,7.6525,2014
1350,Jonathan de Guzmán,23,1179,3,3.7725,1,2.9352,25,23,1,0,M S,Napoli,3,3.7725,7.4281,1.7838,2014
1385,Omar El Kaddouri,32,2304,3,3.6354,4,5.4704,40,71,9,1,F M S,Torino,3,2.8741,11.0942,5.5692,2014
1401,Panagiotis Tachtsidis,34,2978,3,1.7323,2,2.8129,45,40,9,0,M,Verona,3,1.7323,8.5617,6.9631,2014
1442,Saphir Taïder,27,1682,3,2.8776,3,2.8371,37,19,6,0,M S,Sassuolo,3,2.8776,7.8654,3.3238,2014
1491,Alejandro Gomez,24,1515,3,3.102,2,3.4124,41,34,0,1,F M S,Atalanta,3,3.102,6.5509,2.9518,2014
1567,Bruno Peres,34,2593,3,2.0958,3,2.2254,40,27,8,0,D M S,Torino,3,2.0958,10.1752,6.9853,2014
1589,Lucas Biglia,27,2331,3,2.7861,2,2.8102,31,41,6,0,M,Lazio,2,1.2635,9.9517,9.2199,2014
1912,Paul-José M&#039;Poku,16,1246,3,2.3842,1,4.049,38,28,4,0,F M S,Cagliari,3,2.3842,6.1294,1.6724,2014
1938,Carlos Carbonero,22,1398,3,1.8845,2,1.501,27,20,7,0,M S,Cesena,3,1.8845,4.3046,1.853,2014
1948,Nigel de Jong,29,2598,3,1.653,0,0.3059,17,9,11,0,M,AC Milan,3,1.653,5.727,4.7037,2014
2048,Antonio Nocerino,25,1917,3,4.6615,1,1.4149,29,22,2,0,M S,"Parma,Torino",2,3.9002,4.7212,1.6116,2014
3396,Paolo De Ceglie,13,872,3,1.7366,0,0.5852,8,5,3,0,D F M S,"Juventus,Parma",3,1.7366,2.7762,0.6531,2014
3829,Silvestre Varela,19,1619,3,1.037,1,0.9586,26,25,3,0,D F M,Parma,3,1.037,3.7367,2.2631,2014
3928,Richmond Boakye,19,774,3,2.0662,0,0.1529,16,5,3,1,F M S,Atalanta,3,2.0662,3.0393,0.8581,2014
557,Matteo Darmian,33,2574,2,2.2068,1,3.3474,29,39,2,0,D M S,Torino,2,2.2068,9.6038,5.5681,2014
776,Seydou Doumbia,13,539,2,0.8845,0,0.1148,8,4,0,0,F S,Roma,2,0.8845,1.1745,0.2633,2014
827,Juan Iturbe,27,1392,2,3.5708,1,1.3323,34,16,4,0,F M S,Roma,2,3.5708,5.4785,1.1334,2014
947,Víctor Ibarbo,23,1630,2,4.9622,3,4.8839,28,33,5,1,F S,"Cagliari,Roma",2,4.9622,11.658,5.2691,2014
948,Alessandro Diamanti,11,681,2,3.1764,0,0.5508,42,10,4,0,F M S,Fiorentina,2,2.4151,3.4827,1.2561,2014
1119,Alessio Romagnoli,30,2533,2,1.3117,2,0.9845,8,4,9,0,D S,Sampdoria,2,1.3117,3.7026,3.6834,2014
1123,Juraj Kucka,34,1850,2,3.6818,0,1.1276,43,10,5,0,F M S,Genoa,2,3.6818,7.5746,5.8006,2014
1139,Silvan Widmer,36,3004,2,1.4486,4,4.1544,24,34,5,0,D M S,Udinese,2,1.4486,8.8061,4.9572,2014
1140,Danilo,37,3330,2,1.3572,0,0.2327,16,7,7,0,D,Udinese,2,1.3572,5.1273,4.8445,2014
1159,Molla Wagué,10,894,2,1.0469,0,0.0458,5,1,4,0,D M,Udinese,2,1.0469,0.9524,0.9066,2014
1182,Daniele Baselli,22,1286,2,2.2907,2,1.3258,25,12,6,0,M S,Atalanta,2,2.2907,4.2434,0.8663,2014
1196,Emiliano Moretti,35,3150,2,2.3587,2,1.2403,17,10,11,0,D,Torino,2,2.3587,8.1636,7.7579,2014
1221,Jacopo Sala,16,1199,2,0.6323,2,2.3081,7,25,2,2,D F M,Verona,2,0.6323,6.1865,3.8876,2014
1225,Edgar Barreto,24,2041,2,1.6044,5,5.6666,34,44,2,2,M,Palermo,2,1.6044,8.874,4.3516,2014
1249,Daniele De Rossi,26,2155,2,1.7859,0,0.4362,18,13,11,1,M S,Roma,2,1.7859,8.4579,7.4717,2014
1275,Robin Quaison,19,772,2,2.7064,1,2.3565,16,15,2,0,D M S,Palermo,2,2.7064,5.958,1.2697,2014
1309,Manuel Pasqual,20,1398,2,1.4996,3,2.5265,15,32,2,0,D S,Fiorentina,2,1.4996,5.6702,3.0597,2014
1310,José Mauri,33,2555,2,1.9065,1,0.7451,40,19,6,0,M S,Parma,2,1.9065,5.5925,3.2981,2014
1320,Federico Barba,18,1268,2,1.1549,1,0.0842,5,3,2,0,D S,Empoli,2,1.1549,1.6762,1.6093,2014
1338,Antonio Floro Flores,29,1084,2,3.3815,1,1.8412,48,15,4,0,F S,Sassuolo,2,3.3815,5.9025,2.0367,2014
1339,Mariano Izco,28,2500,2,0.77,2,2.8135,27,30,3,0,M,Chievo,2,0.77,7.0752,4.9454,2014
1393,Lorenzo Insigne,20,1058,2,4.3007,3,3.9132,43,34,0,0,M S,Napoli,2,3.5394,9.3028,3.4607,2014
1422,Borja Valero,28,2170,2,3.7624,2,4.2644,37,49,7,0,M S,Fiorentina,2,3.7624,11.9317,6.9851,2014
1423,Matías Vecino,36,3004,2,1.967,3,3.2862,55,35,6,0,M,Empoli,2,1.967,11.8456,8.3527,2014
1438,Vasilis Torosidis,20,1495,2,1.8749,0,0.5546,20,8,8,1,D S,Roma,2,1.8749,9.2026,7.2897,2014
1446,Sergio Floccari,27,970,2,1.7023,0,0.3836,19,12,1,0,F S,Sassuolo,2,1.7023,3.422,1.6008,2014
1452,Godfred Donsah,21,1143,2,0.675,1,0.6853,16,9,1,0,M S,Cagliari,2,0.675,2.5696,1.3887,2014
1463,Francesco Acerbi,32,2879,2,2.9078,0,0.2479,19,6,7,1,D,Sassuolo,2,2.9078,4.6835,4.0197,2014
1497,Ervin Zukanovic,29,2445,2,1.9713,2,1.9226,27,26,7,0,D S,Chievo,2,1.9713,5.284,3.8422,2014
1522,Andrea Ranocchia,33,2852,2,1.4191,0,0.1181,22,4,9,0,D S,Inter,2,1.4191,9.7049,9.3919,2014
1556,Guglielmo Stendardo,24,2091,2,3.1659,0,0.7112,12,2,5,0,D S,Atalanta,2,3.1659,2.7318,1.9024,2014
1562,Francesco Lodi,23,1647,2,1.2637,1,1.6332,26,26,3,0,M S,Parma,2,1.2637,3.6071,2.8091,2014
1579,Daniele Gastaldello,14,1189,2,0.8515,0,0.0287,5,1,3,0,D S,Sampdoria,2,0.8515,1.9908,1.962,2014
1604,Artur Ionita,18,1154,2,1.519,1,0.789,13,11,4,0,F M S,Verona,2,1.519,3.2525,1.6277,2014
1622,Matías Fernández,29,2053,2,2.0823,6,5.4399,43,47,1,0,M S,Fiorentina,2,2.0823,9.9328,5.1156,2014
1816,Philippe Mexes,20,1666,2,1.037,0,0.0422,17,2,9,1,D S,AC Milan,2,1.037,4.6678,4.5419,2014
1838,Achraf Lazaar,29,2203,2,1.4213,3,2.7913,30,21,2,0,D M S,Palermo,2,1.4213,8.7951,6.4081,2014
1853,Vangelis Moras,35,3039,2,0.8106,1,0.4872,13,7,5,0,D,Verona,2,0.8106,3.6602,3.2798,2014
1885,Tino Costa,6,224,2,0.889,1,0.1859,13,2,4,0,M S,Genoa,2,0.889,1.1274,0.2608,2014
1943,Gervinho,24,1894,2,5.6716,4,5.1359,38,33,1,0,F S,Roma,2,5.6716,12.8628,5.2682,2014
2011,Seydou Keita,26,1726,2,0.5574,1,0.8254,13,13,2,1,M S,Roma,2,0.5574,7.8913,7.1325,2014
2148,Joaquín,23,1420,2,1.1562,3,4.231,16,34,1,0,D F M S,Fiorentina,2,1.1562,6.7925,3.6273,2014
2263,Stefan Savic,29,2517,2,1.0025,1,0.9258,10,7,5,1,D S,Fiorentina,2,1.0025,7.7814,7.5726,2014
3810,Francesco Tavano,26,1332,2,5.6199,1,1.8512,45,20,1,0,F S,Empoli,1,4.8586,6.1208,1.3312,2014
3814,Samuel Eto&#039;o,18,1220,2,1.8684,3,3.0043,39,36,1,0,F M S,Sampdoria,2,1.8684,5.8563,2.9335,2014
3832,Massimo Coda,18,857,2,3.3759,3,1.2003,46,12,2,0,F S,Parma,2,3.3759,4.7846,0.8007,2014
3833,Andi Lila,13,717,2,0.3245,0,0.1836,10,3,5,0,M S,Parma,2,0.3245,1.2105,0.8268,2014
3856,Milan Djuric,28,1590,2,2.8508,2,0.9376,30,13,2,0,F S,Cesena,2,2.8508,5.4525,2.1392,2014
3865,Davide Succi,9,326,2,1.5037,0,0.3427,6,2,1,0,F S,Cesena,2,1.5037,1.9036,0.0572,2014
3876,Ioannis Fetfatzidis,9,288,2,1.6113,0,0.2539,6,7,0,0,F S,"Chievo,Genoa",1,0.85,1.533,0.747,2014
3885,José Basanta,24,2078,2,2.0829,0,0.0795,17,4,3,0,D S,Fiorentina,2,2.0829,5.0535,4.7555,2014
3909,Giuseppe Biava,18,1549,2,1.0735,0,0.0,7,0,4,1,D,Atalanta,2,1.0735,1.5988,1.4909,2014
3936,Andrea Cossu,22,1601,2,3.7486,2,3.2321,33,39,4,1,F M S,Cagliari,1,2.2261,6.6564,2.9779,2014
3943,Sulley Muntari,16,994,2,1.0156,0,0.571,15,13,5,0,M S,AC Milan,2,1.0156,4.4117,3.0725,2014
567,Miguel Britos,19,1495,1,1.0546,0,0.2491,9,5,7,1,D S,Napoli,1,1.0546,3.6484,3.3805,2014
568,José Holebas,24,2054,1,0.5412,1,1.2736,20,19,5,0,D S,Roma,1,0.5412,5.1894,4.6127,2014
761,Gökhan Inler,19,1365,1,0.5183,0,0.6932,32,18,4,0,M S,Napoli,1,0.5183,7.0623,6.5396,2014
888,Xherdan Shaqiri,15,739,1,1.5559,2,2.1923,20,29,3,0,F M S,Inter,0,0.7946,4.0232,2.2449,2014
946,Marco van Ginkel,17,1310,1,1.5997,1,1.9191,10,15,3,0,M S,AC Milan,1,1.5997,5.0893,2.6002,2014
974,Yohan Benalouane,27,2189,1,0.6815,0,0.0773,16,2,12,1,D S,Atalanta,1,0.6815,2.2638,2.1077,2014
1095,Ezequiel Muñoz,17,1389,1,1.021,0,0.0,7,0,3,0,D S,"Palermo,Sampdoria",1,1.021,3.1119,3.1119,2014
1096,Armando Izzo,20,1068,1,0.8364,0,0.7813,2,4,2,1,D S,Genoa,1,0.8364,2.2921,2.1952,2014
1107,Santiago Gentiletti,5,416,1,0.5265,0,0.0632,1,2,1,0,D,Lazio,1,0.5265,1.9674,1.9314,2014
1117,Andrea Poli,33,2075,1,2.6927,2,1.488,23,23,5,0,M S,AC Milan,1,2.6927,7.7433,4.5383,2014
1141,Felipe,15,1121,1,0.7371,0,0.0461,3,1,1,2,D S,"Inter,Parma",1,0.7371,1.0668,1.0583,2014
1149,Thomas Heurtaux,26,2164,1,0.6789,1,0.1704,12,5,4,1,D S,Udinese,1,0.6789,3.169,2.9839,2014
1150,Emmanuel Badu,27,1871,1,2.0455,1,0.9343,25,13,5,1,M S,Udinese,1,2.0455,5.9681,3.5429,2014
1151,Emil Hallfredsson,28,2133,1,1.2908,9,5.5232,24,46,7,1,F M S,Verona,1,1.2908,8.578,5.7064,2014
1154,Stipe Perica,9,360,1,1.4907,0,0.0837,11,3,2,0,F S,Udinese,1,1.4907,1.6573,0.1077,2014
1171,Simone Pepe,12,214,1,0.9672,1,0.3133,3,7,0,1,F S,Juventus,0,0.2059,0.8465,0.4401,2014
1190,Joel Obi,11,494,1,0.3355,0,0.3702,11,6,1,0,D M S,Inter,1,0.3355,1.1381,0.659,2014
1192,Afriyie Acquah,24,1845,1,1.5567,0,1.5904,20,22,9,2,M S,"Parma,Sampdoria",1,1.5567,7.6277,5.0323,2014
1194,Giuseppe Vives,28,2121,1,1.0995,4,2.8116,25,30,8,0,M S,Torino,1,1.0995,7.9208,5.1426,2014
1210,Keita,23,754,1,4.561,0,0.9982,36,12,3,0,F S,Lazio,1,4.561,7.581,2.9773,2014
1232,Angelo Palombo,36,2937,1,1.0911,3,1.6032,13,39,7,0,D M S,Sampdoria,0,0.3298,6.3445,5.7631,2014
1248,Leandro Paredes,10,316,1,0.1865,0,0.0,7,0,2,0,M S,Roma,1,0.1865,0.9238,0.7907,2014
1267,Michel Morganella,20,1725,1,0.3358,1,1.947,10,14,7,0,D M,Palermo,1,0.3358,5.8043,4.2865,2014
1273,Mato Jajalo,16,1131,1,0.3751,1,0.4463,13,10,5,0,M S,Palermo,1,0.3751,4.2965,3.9005,2014
1279,Roberto Vitiello,19,1505,1,0.8709,0,0.0,3,0,3,0,D S,Palermo,1,0.8709,2.7446,2.6906,2014
1296,Stefano Sturaro,25,1771,1,2.408,0,0.5726,26,15,7,1,M S,"Genoa,Juventus",1,2.408,6.2786,3.7217,2014
1298,Patrice Evra,21,1803,1,1.8217,2,2.1449,10,27,4,0,D M,Juventus,1,1.8217,8.3297,5.8232,2014
1307,Andrea Costa,22,1792,1,1.6453,0,0.0403,8,1,4,0,D S,Parma,1,1.6453,1.3822,1.2764,2014
1312,Daniele Croce,37,2980,1,1.3982,1,2.4369,16,40,5,0,M S,Empoli,1,1.3982,10.4136,7.7102,2014
1314,Guido Marilungo,8,720,1,2.9604,0,0.4658,11,6,0,0,F,Cesena,1,2.9604,4.3338,1.6833,2014
1341,Ivan Radovanovic,31,2488,1,0.6896,1,1.38,42,16,7,1,M S,Chievo,1,0.6896,5.1506,4.0981,2014
1376,Kalidou Koulibaly,27,2425,1,0.4426,1,0.9188,10,5,8,1,D,Napoli,1,0.4426,7.2983,6.811,2014
